location_id,location_name,year,sdi
164,Nepal,1997,0.255785441791568
164,Nepal,1998,0.263429207942969
164,Nepal,1999,0.271315829176806
7,Democratic People's Republic of Korea,1990,0.501894333000092
7,Democratic People's Republic of Korea,1991,0.503165986641447
7,Democratic People's Republic of Korea,1992,0.503516524262105
7,Democratic People's Republic of Korea,1993,0.503384287344848
7,Democratic People's Republic of Korea,1994,0.50298174598998
7,Democratic People's Republic of Korea,1995,0.502188262631551
7,Democratic People's Republic of Korea,1996,0.501205272272153
7,Democratic People's Republic of Korea,1997,0.499731941094683
7,Democratic People's Republic of Korea,1998,0.498663136068767
7,Democratic People's Republic of Korea,1999,0.498986887039763
150,Oman,1990,0.424900102683741
150,Oman,1991,0.439821362432778
150,Oman,1992,0.456289750281117
150,Oman,1993,0.474536391216946
150,Oman,1994,0.494655687850493
150,Oman,1995,0.516138133384655
150,Oman,1996,0.538238241787502
150,Oman,1997,0.560236862767576
150,Oman,1998,0.580769655099001
150,Oman,1999,0.599274021676294
165,Pakistan,1990,0.315462663476593
165,Pakistan,1991,0.320792214188914
165,Pakistan,1992,0.326237243432889
165,Pakistan,1993,0.33170713304030103
165,Pakistan,1994,0.337316168053441
165,Pakistan,1995,0.343107992139595
165,Pakistan,1996,0.348978749627061
165,Pakistan,1997,0.354550207990865
165,Pakistan,1998,0.35996422381947
165,Pakistan,1999,0.365533741872979
149,Palestine,1990,0.417843277380191
149,Palestine,1991,0.421944340856655
149,Palestine,1992,0.42751548558558
149,Palestine,1993,0.433221552140933
149,Palestine,1994,0.439623071322906
149,Palestine,1995,0.445759686072167
149,Palestine,1996,0.450997653156245
149,Palestine,1997,0.456938143434142
149,Palestine,1998,0.463609595812901
149,Palestine,1999,0.470351018853216
16,Philippines,1990,0.515982064875605
16,Philippines,1991,0.519653959018461
16,Philippines,1992,0.523280061201697
16,Philippines,1993,0.527012682266089
16,Philippines,1994,0.531126223990848
16,Philippines,1995,0.535421564158649
16,Philippines,1996,0.539646403765595
16,Philippines,1997,0.543273451038938
16,Philippines,1998,0.546054385770671
16,Philippines,1999,0.548635928292512
151,Qatar,1990,0.628092072284423
151,Qatar,1991,0.637001651346942
151,Qatar,1992,0.647552418188076
151,Qatar,1993,0.658564033117902
151,Qatar,1994,0.669820031061419
151,Qatar,1995,0.680898828553195
151,Qatar,1996,0.690781571587804
151,Qatar,1997,0.701362090715419
151,Qatar,1998,0.711245890860465
151,Qatar,1999,0.719795584813104
152,Saudi Arabia,1990,0.443693576486491
152,Saudi Arabia,1991,0.469297065041315
152,Saudi Arabia,1992,0.494903630387608
152,Saudi Arabia,1993,0.519642475818213
152,Saudi Arabia,1994,0.543087352217399
152,Saudi Arabia,1995,0.564775684709281
152,Saudi Arabia,1996,0.584823834919028
152,Saudi Arabia,1997,0.602718777208828
152,Saudi Arabia,1998,0.618432763664525
152,Saudi Arabia,1999,0.632115558487363
69,Singapore,1990,0.697561317097932
69,Singapore,1991,0.706407734132849
69,Singapore,1992,0.714699464605523
69,Singapore,1993,0.723505423907451
69,Singapore,1994,0.732324273517903
69,Singapore,1995,0.741018587770606
69,Singapore,1996,0.749977613544437
69,Singapore,1997,0.758531596422674
69,Singapore,1998,0.765799069255821
69,Singapore,1999,0.770846220977824
68,Republic of Korea,1990,0.701221133829193
68,Republic of Korea,1991,0.711159253284098
68,Republic of Korea,1992,0.720550464708621
68,Republic of Korea,1993,0.730010098171929
68,Republic of Korea,1994,0.739481687084215
68,Republic of Korea,1995,0.748803097198743
68,Republic of Korea,1996,0.75801205196497
68,Republic of Korea,1997,0.766623234385513
68,Republic of Korea,1998,0.773911971331141
68,Republic of Korea,1999,0.781959538478588
17,Sri Lanka,1990,0.543049369453196
17,Sri Lanka,1991,0.548434822633907
17,Sri Lanka,1992,0.553365942899558
17,Sri Lanka,1993,0.558916516766574
17,Sri Lanka,1994,0.565018772913725
17,Sri Lanka,1995,0.571281311231099
17,Sri Lanka,1996,0.577959594411187
17,Sri Lanka,1997,0.584654390535775
17,Sri Lanka,1998,0.590289369111437
17,Sri Lanka,1999,0.594875788813466
153,Syrian Arab Republic,1990,0.417623547034773
153,Syrian Arab Republic,1991,0.422508902738428
153,Syrian Arab Republic,1992,0.42765030036574597
153,Syrian Arab Republic,1993,0.432659129684712
153,Syrian Arab Republic,1994,0.437434586526922
153,Syrian Arab Republic,1995,0.441956349195474
153,Syrian Arab Republic,1996,0.446163816569454
153,Syrian Arab Republic,1997,0.449842585551395
153,Syrian Arab Republic,1998,0.453550955633368
153,Syrian Arab Republic,1999,0.456656429993809
39,Tajikistan,1990,0.478793617391771
39,Tajikistan,1991,0.483649400590431
39,Tajikistan,1992,0.484886697053582
39,Tajikistan,1993,0.484782344429174
39,Tajikistan,1994,0.482637853484292
39,Tajikistan,1995,0.479104599806325
39,Tajikistan,1996,0.473823272893693
39,Tajikistan,1997,0.46826606441438
39,Tajikistan,1998,0.462543176941989
39,Tajikistan,1999,0.457708111755689
18,Thailand,1990,0.499392746280755
18,Thailand,1991,0.508251874881088
18,Thailand,1992,0.517277569373189
18,Thailand,1993,0.526283371589341
18,Thailand,1994,0.535140174359214
18,Thailand,1995,0.544111881897982
