population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,2,DALYs (Disability-Adjusted Life Years),16,Philippines,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2002,7.688899415851006,10.514684058394034,5.984279079425502
1,All Population,2,DALYs (Disability-Adjusted Life Years),16,Philippines,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2002,13.108066954982446,18.966339049981396,10.047080850091888
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,514.0310364310914,574.02121706453,457.29386883403936
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,11.438562884988997,12.773504561705106,10.176009433001012
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,19.240636127160244,21.59928211070563,17.1522716631815
1,All Population,2,DALYs (Disability-Adjusted Life Years),7,Democratic People's Republic of Korea,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,8977.77102596853,16293.267888788208,5561.796755821977
1,All Population,2,DALYs (Disability-Adjusted Life Years),7,Democratic People's Republic of Korea,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,36.8670143999746,66.90793740908491,22.839393040156104
1,All Population,2,DALYs (Disability-Adjusted Life Years),7,Democratic People's Republic of Korea,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,37.86904949602974,69.17792117957993,23.36076076020465
1,All Population,2,DALYs (Disability-Adjusted Life Years),85,Israel,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2002,1790.5887478260972,2014.016842333796,1606.695547947127
1,All Population,2,DALYs (Disability-Adjusted Life Years),85,Israel,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2002,26.58151379969385,29.898331792996952,23.85159625933886
1,All Population,2,DALYs (Disability-Adjusted Life Years),85,Israel,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2002,25.32496102599837,28.473862294688526,22.68460195338015
1,All Population,2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,1324.8409929168838,1741.3881391435325,929.3876198146912
1,All Population,2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,15.436376030601936,20.289772338540644,10.828753680137456
1,All Population,2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,20.897354587860907,27.416044047392347,14.599020673321142
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,308345.3742094197,329460.35968925175,276285.35005783476
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,241.6578872717232,258.20622302643363,216.53165431876664
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,119.10971738813195,127.05766510495424,107.77722494335129
1,All Population,2,DALYs (Disability-Adjusted Life Years),18,Thailand,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2001,135685.6337439556,165379.77840181766,107407.70836906484
1,All Population,2,DALYs (Disability-Adjusted Life Years),18,Thailand,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2001,215.1395898664437,262.22184851721926,170.30285144719377
1,All Population,2,DALYs (Disability-Adjusted Life Years),18,Thailand,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2001,247.25017845853284,303.52048793366725,196.9264825534141
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,79.83055751154286,110.66096760190294,51.00679463357967
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,11.37721240048386,15.771070278043222,7.269335884697883
1,All Population,2,DALYs (Disability-Adjusted Life Years),151,Qatar,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,33.58681578575098,46.778336257404774,22.00268603383168
1,All Population,2,DALYs (Disability-Adjusted Life Years),7,Democratic People's Republic of Korea,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,8731.44989585724,15607.800925147476,5454.4004386592715
1,All Population,2,DALYs (Disability-Adjusted Life Years),7,Democratic People's Republic of Korea,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,36.16529890028819,64.64685617699871,22.591897627399604
1,All Population,2,DALYs (Disability-Adjusted Life Years),7,Democratic People's Republic of Korea,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,37.69831742764415,67.74532764829027,23.43064451369941
1,All Population,2,DALYs (Disability-Adjusted Life Years),66,Brunei Darussalam,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,95.79668111283355,125.85210570708936,73.04790610098169
1,All Population,2,DALYs (Disability-Adjusted Life Years),66,Brunei Darussalam,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,26.928602544935288,35.3772311802499,20.5338849663923
1,All Population,2,DALYs (Disability-Adjusted Life Years),66,Brunei Darussalam,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,60.969620689843495,80.1255187997488,46.079320303255486
1,All Population,2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,419.3627979249074,556.7445525107549,291.4637179326701
1,All Population,2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,42.39338909285459,56.281311925389126,29.464069922058822
1,All Population,2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,34.31823018808509,45.75181213590185,24.01667022446922
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,307038.5747181386,327612.9891915341,276898.6674998168
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,240.84174623462437,256.98036306502223,217.19993545409335
1,All Population,2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,121.95597212486902,129.78249052221943,110.59012857835047
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2002,978.2384032511228,1104.5146402856808,861.3995416426794
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2002,22.156261685109364,25.0163102612542,19.509961576481953
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2002,37.88853837160341,42.79527629689918,33.396224564123365
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,1335.8257776255873,1975.033897002784,862.4099815167732
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,6.30653904952615,9.324291089610186,4.071505668055073
1,All Population,2,DALYs (Disability-Adjusted Life Years),160,Afghanistan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,16.853250898283896,24.89954884144975,11.02626814301628
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,410.7731983009113,536.2157209042283,304.0476566503327
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,11.78475707958832,15.38360350492867,8.722885984439111
1,All Population,2,DALYs (Disability-Adjusted Life Years),149,Palestine,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,28.655997374245313,37.808392360094466,20.91004905432546
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,58.33758843153027,81.13674748216077,46.30873013009808
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,7.109146425959955,9.88750193288866,5.643283381203269
1,All Population,2,DALYs (Disability-Adjusted Life Years),140,Bahrain,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,17.928246756006217,25.105147830525073,14.143209189078972
1,All Population,2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,369963.01411878626,473447.3623612512,274890.3715237266
1,All Population,2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,33.94969853349853,43.4459516498688,25.22534655314356
1,All Population,2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,52.34680544894552,67.08681321695082,38.71604271094229
1,All Population,2,DALYs (Disability-Adjusted Life Years),155,Türkiye,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2002,21429.692303368924,26786.178587154493,15684.978005599349
1,All Population,2,DALYs (Disability-Adjusted Life Years),155,Türkiye,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2002,31.20976750738854,39.01084505935986,22.843282581164335
1,All Population,2,DALYs (Disability-Adjusted Life Years),155,Türkiye,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2002,42.14129027531542,53.07447851580681,30.343505175448264
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2002,6636.122953475012,9396.11556111538,4650.5716246191005
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2002,26.74642515709619,37.87038054971534,18.74380067512993
1,All Population,2,DALYs (Disability-Adjusted Life Years),164,Nepal,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2002,48.820161373236395,68.88432912239197,34.122431069110014
1,All Population,2,DALYs (Disability-Adjusted Life Years),66,Brunei Darussalam,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,97.82464880282764,126.9921483766982,76.33203266985194
1,All Population,2,DALYs (Disability-Adjusted Life Years),66,Brunei Darussalam,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,27.007552131849877,35.060152114956054,21.073843626224235
1,All Population,2,DALYs (Disability-Adjusted Life Years),66,Brunei Darussalam,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,59.779732718194154,77.9145777941846,46.51852128032341
1,All Population,2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,490.65125751381635,886.1568043806667,315.56571930056066
1,All Population,2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,8.408047389336758,15.185629898046413,5.407693309039453
1,All Population,2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,16.247123464861893,30.076791699663012,10.257623360094016
1,All Population,2,DALYs (Disability-Adjusted Life Years),157,Yemen,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,1806.117675073804,2552.2280426497327,1262.366359903659
1,All Population,2,DALYs (Disability-Adjusted Life Years),157,Yemen,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,8.866242239587569,12.528902401598096,6.196963850406291
1,All Population,2,DALYs (Disability-Adjusted Life Years),157,Yemen,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,25.059656272864327,35.2496995597719,17.644486193179038
1,All Population,2,DALYs (Disability-Adjusted Life Years),18,Thailand,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,144040.2976079801,179024.56510453555,114865.54342266927
1,All Population,2,DALYs (Disability-Adjusted Life Years),18,Thailand,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,226.09323926851627,281.0063885266462,180.29900815291637
1,All Population,2,DALYs (Disability-Adjusted Life Years),18,Thailand,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,237.27700004172632,296.25354131672486,188.6476891106744
1,All Population,2,DALYs (Disability-Adjusted Life Years),143,Iraq,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2002,2807.730653245452,3823.8075890640102,2098.8208452333074
1,All Population,2,DALYs (Disability-Adjusted Life Years),143,Iraq,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2002,10.429961482911237,14.204413028686227,7.796552902968563
1,All Population,2,DALYs (Disability-Adjusted Life Years),143,Iraq,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2002,22.01838619096464,30.9989821825126,15.92871618113327
1,All Population,2,DALYs (Disability-Adjusted Life Years),146,Lebanon,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,419.03149598680903,559.2895295712524,321.70857084639374
1,All Population,2,DALYs (Disability-Adjusted Life Years),146,Lebanon,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,11.06097054882665,14.76329362852828,8.491984639620236
1,All Population,2,DALYs (Disability-Adjusted Life Years),146,Lebanon,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,12.12471219699376,16.20978050873668,9.337897809542756
1,All Population,2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2005,1261.182379099036,1620.7802535974674,962.1692526816736
1,All Population,2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2005,14.373440652871466,18.471704943317977,10.965648490361396
1,All Population,2,DALYs (Disability-Adjusted Life Years),34,Azerbaijan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2005,19.229064622512585,24.76750420207703,14.579084243216236
1,All Population,2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2002,4744.762333534704,6012.790375452733,3801.568362632161
1,All Population,2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2002,21.440868926898062,27.170897352187332,17.178716919866666
1,All Population,2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2002,47.198140937370646,58.36805108447021,37.32176120499028
1,All Population,2,DALYs (Disability-Adjusted Life Years),19,Timor-Leste,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,80.48109544890758,140.1983818820418,48.510623229581554
1,All Population,2,DALYs (Disability-Adjusted Life Years),19,Timor-Leste,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,8.495657395464661,14.799468287860082,5.120825365263946
1,All Population,2,DALYs (Disability-Adjusted Life Years),19,Timor-Leste,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,16.71225481218509,30.18379866295928,9.998228541833356
1,All Population,2,DALYs (Disability-Adjusted Life Years),157,Yemen,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2001,1696.50834082426,2387.0174433248194,1204.1621623979086
1,All Population,2,DALYs (Disability-Adjusted Life Years),157,Yemen,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2001,8.850320078615558,12.452557938146708,6.281855684011233
1,All Population,2,DALYs (Disability-Adjusted Life Years),157,Yemen,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2001,25.35112579978322,35.35117243946238,18.058660580898135
1,All Population,2,DALYs (Disability-Adjusted Life Years),41,Uzbekistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2005,969.81891360035,1104.1635131616752,848.2312757841405
1,All Population,2,DALYs (Disability-Adjusted Life Years),41,Uzbekistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2005,3.624856007783664,4.126990810481313,3.170402425543121
1,All Population,2,DALYs (Disability-Adjusted Life Years),41,Uzbekistan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2005,5.774593515451831,6.542075151735486,5.057762030714227
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,14475.652472719634,20755.46471824613,10805.078530550554
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,20.708635934658066,29.692434473321303,15.457571805916844
1,All Population,2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,33.57703132128881,49.304805573832375,24.95548959172231
1,All Population,2,DALYs (Disability-Adjusted Life Years),19,Timor-Leste,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,78.0247275651279,137.6168316839029,46.2851321534673
1,All Population,2,DALYs (Disability-Adjusted Life Years),19,Timor-Leste,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,8.084479243413572,14.25907470633832,4.795802585289649
1,All Population,2,DALYs (Disability-Adjusted Life Years),19,Timor-Leste,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,15.716855671005185,28.710551940263464,9.288084681329188
1,All Population,2,DALYs (Disability-Adjusted Life Years),20,Viet Nam,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,14184.23303330098,19762.96939975035,10666.8358136492
1,All Population,2,DALYs (Disability-Adjusted Life Years),20,Viet Nam,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,17.003688933173216,23.691332712895463,12.787124806163211
1,All Population,2,DALYs (Disability-Adjusted Life Years),20,Viet Nam,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,24.159915782805605,33.6042010299146,18.155554154288904
1,All Population,2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,1187.4437995691078,1360.4011935572482,1051.689783443204
1,All Population,2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,28.49908374466707,32.65012420427961,25.24093790597482
1,All Population,2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,32.420646246970335,37.306653930538715,28.578491159295822
1,All Population,2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2005,746.7417863934021,849.0644703486486,645.1607100087388
1,All Population,2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2005,23.12813481880116,26.29727959234914,19.981959162808455
1,All Population,2,DALYs (Disability-Adjusted Life Years),33,Armenia,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2005,20.38289855866761,23.17258630973494,17.618005549266222
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2000,886.2742162831919,1003.266662637579,768.869752839874
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2000,20.536699875957712,23.247642735843876,17.816209777594235
1,All Population,2,DALYs (Disability-Adjusted Life Years),40,Turkmenistan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2000,36.69804534763152,41.645485049026696,31.793668561285056
1,All Population,2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2005,622424.2324226097,775296.9762338698,478288.3201585059
1,All Population,2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2005,48.14364994723717,59.96814436943675,36.99493731138797
1,All Population,2,DALYs (Disability-Adjusted Life Years),6,China,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2005,47.36421306668696,58.83841420352723,36.17411253334592
1,All Population,2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,82550.84447622576,98177.0625730108,63290.38026923012
1,All Population,2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,171.82267728992872,204.34734310457344,131.73363220637518
1,All Population,2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,170.22107378507448,201.99370095641672,130.77291298453125
1,All Population,2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,425.9925348274655,558.6638518274408,303.13433039445016
1,All Population,2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,42.38418294850873,55.5843329793632,30.160389835506784
1,All Population,2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,34.36933675444343,45.0820621754951,24.45296075149665
1,All Population,2,DALYs (Disability-Adjusted Life Years),10,Cambodia,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,1065.9993579965542,1892.0014650048065,690.9701139659862
1,All Population,2,DALYs (Disability-Adjusted Life Years),10,Cambodia,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,7.989978459367225,14.181106993245017,5.179024063420301
1,All Population,2,DALYs (Disability-Adjusted Life Years),10,Cambodia,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,13.68431193327299,25.175708302874803,8.696576823460887
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,236.39632621777048,269.7702714178562,204.11269049371617
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,10.851054732438556,12.38298423319537,9.36917257374074
1,All Population,2,DALYs (Disability-Adjusted Life Years),145,Kuwait,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,30.62918822737717,34.89617434783578,26.143627428134977
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,450.4582270482384,643.3393165467514,305.9601355176123
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,11.22296393917022,16.028509452623265,7.622859038980504
1,All Population,2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,48.0125262910908,69.78153831483024,33.98613333209378
1,All Population,2,DALYs (Disability-Adjusted Life Years),14,Maldives,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,34.92328440493744,45.26539848378824,25.981281997896463
1,All Population,2,DALYs (Disability-Adjusted Life Years),14,Maldives,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,11.653128138495871,15.10406302727602,8.66937956961112
1,All Population,2,DALYs (Disability-Adjusted Life Years),165,Pakistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2002,39693.71828292584,56153.47069803557,28193.9766511816
1,All Population,2,DALYs (Disability-Adjusted Life Years),165,Pakistan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2002,27.05165724099294,38.26913949930487,19.214470843775615
1,All Population,2,DALYs (Disability-Adjusted Life Years),165,Pakistan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2002,51.32639256203812,72.64171091977124,36.436937286189696
1,All Population,2,DALYs (Disability-Adjusted Life Years),162,Bhutan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,250.21601679290663,367.86539761737265,168.6449533717314
1,All Population,2,DALYs (Disability-Adjusted Life Years),162,Bhutan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,37.73647246124239,55.479831485453936,25.434285623318527
1,All Population,2,DALYs (Disability-Adjusted Life Years),162,Bhutan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,64.45931117571072,94.0067330041845,43.70452102504103
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,1209.2262875619642,1582.243468617085,936.3549914467626
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,23.24374144476371,30.41387576956477,17.998610802270697
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2003,51.60976778974315,67.50716094500542,40.026747748525786
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2004,1273.152680877683,1664.3472209092288,995.372172305958
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2004,23.73306972683083,31.025398003533553,18.55491295293746
1,All Population,2,DALYs (Disability-Adjusted Life Years),144,Jordan,3,Both,27,Age-standardized,453,Gallbladder and biliary tract cancer,3,Rate,2004,51.975981109582925,68.26410219820694,40.43992307830121
1,All Population,2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,1,Number,2003,482.5962607564478,869.5268798605229,305.404969148647
1,All Population,2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,3,Both,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2003,8.418595803143951,15.168363157312012,5.3276023885971515
