year,age_id,age_name,countries_with_dalys,countries_with_vlw,total_dalys,total_dalys_lower,total_dalys_upper,total_economic_burden_vlw,total_economic_burden_vlw_lower,total_economic_burden_vlw_upper,total_economic_burden_vlw_trillion,total_economic_burden_vlw_lower_trillion,total_economic_burden_vlw_upper_trillion
1991,30,80-84 years,48,44,69195.55999651592,54722.43050902345,85795.039059387607,22029229003.06225,16699524946.36825,28462861061.94759,0.02202922900306225,0.01669952494636825,0.02846286106194759
1991,31,85-89 years,48,44,25958.95276139463,19941.728451372153,32504.49421470536,13520817403.48179,9781261218.13157,18126975580.143734,0.01352081740348179,0.009781261218131571,0.018126975580143735
1991,32,90-94 years,48,44,6655.15581750045,4826.590097374313,8297.504271631466,5491059311.610607,3621988434.1764913,7596812630.466418,0.0054910593116106075,0.0036219884341764912,0.007596812630466418
1991,235,95+ years,48,44,1198.4287419417074,828.7715030410757,1586.7119162394943,1425705648.781974,892541620.7645168,2139918854.026471,0.001425705648781974,8.925416207645168e-4,0.002139918854026471
1992,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
1992,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
1992,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
1992,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
1992,9,20-24 years,48,44,8234.964286681095,6105.768524379803,10847.470431800064,85897012.05200289,60230124.11844751,117919506.4997465,8.589701205200289e-5,6.023012411844751e-5,1.179195064997465e-4
1992,10,25-29 years,48,44,12428.184169905202,9076.649538673675,16224.986363432687,144689505.44142196,101801439.69343854,195763517.66479734,1.4468950544142196e-4,1.0180143969343854e-4,1.9576351766479734e-4
1992,11,30-34 years,48,44,21276.884234338402,15990.823515707378,27858.685774146616,306418409.7812531,221177587.25706485,415533326.16631156,3.064184097812531e-4,2.2117758725706484e-4,4.1553332616631156e-4
1992,12,35-39 years,48,44,39279.12027205868,29111.040745495116,52060.888940988596,681305201.8496014,493142889.0472086,928003050.7192641,6.813052018496014e-4,4.931428890472086e-4,9.280030507192641e-4
1992,13,40-44 years,48,44,61805.529924661045,46340.830166225074,81215.3248968871,1508849956.6083655,1115994699.5309181,2018016736.2779162,0.0015088499566083655,0.0011159946995309181,0.0020180167362779163
1992,14,45-49 years,48,44,86191.54813018764,64321.43924080143,111037.17734242596,2611407330.6544213,1976510239.370687,3437445745.316674,0.0026114073306544214,0.001976510239370687,0.003437445745316674
1992,15,50-54 years,48,44,128164.49618469198,97315.69369466807,166644.33772535963,5101600904.322682,3909780556.800554,6690142884.7179,0.005101600904322682,0.0039097805568005534,0.0066901428847179
1992,16,55-59 years,48,44,179154.85552506518,139965.66346784288,236198.81537214527,8902033895.173141,7028538493.120761,11728031198.520668,0.00890203389517314,0.007028538493120761,0.011728031198520669
1992,17,60-64 years,48,44,223880.24891929,178878.2931750069,289601.39901354426,14098788411.106339,11369973486.673605,18250474415.90911,0.01409878841110634,0.011369973486673604,0.018250474415909112
1992,18,65-69 years,48,44,211793.51565942197,167964.1914363706,273210.7406691508,18405708515.078457,14843085059.454687,23849911115.956066,0.018405708515078455,0.014843085059454687,0.023849911115956066
1992,19,70-74 years,48,44,175927.32490835447,140035.41308294272,223430.424651707,21522174981.23466,17189842692.639317,27884390413.323555,0.02152217498123466,0.017189842692639318,0.027884390413323554
1992,20,75-79 years,48,44,124476.08059197196,99583.68217265091,157684.17500825963,24918936008.936,19851958274.888912,31718129276.908947,0.024918936008936,0.019851958274888913,0.031718129276908945
1992,30,80-84 years,48,44,72096.17425910088,56935.930878037274,88861.34860762599,23705588896.886616,17857826984.367332,30688263962.773247,0.023705588896886617,0.01785782698436733,0.030688263962773247
1992,31,85-89 years,48,44,27683.302506507673,21222.314064388604,34369.883051389326,14859968584.950533,10666093778.309679,19908877416.003086,0.014859968584950534,0.010666093778309679,0.019908877416003085
1992,32,90-94 years,48,44,7327.435922005799,5278.329621408888,9142.964235071362,6194787683.212775,4047752749.6001687,8633846064.868092,0.006194787683212776,0.004047752749600168,0.008633846064868092
1992,235,95+ years,48,44,1324.7044199411805,918.9846933172873,1751.814207063464,1627224856.0616763,1020879125.3534496,2441513686.2622085,0.0016272248560616762,0.0010208791253534496,0.0024415136862622083
1993,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
1993,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
1993,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
1993,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
1993,9,20-24 years,48,44,8050.791445773048,5973.060031889581,10603.518750273224,91213164.0124225,64340316.88039414,124929380.46509255,9.121316401242251e-5,6.434031688039414e-5,1.2492938046509256e-4
1993,10,25-29 years,48,44,12764.253086216317,9225.851256543941,16746.3558000525,157997334.677386,110589110.719169,215647347.9302807,1.5799733467738598e-4,1.10589110719169e-4,2.156473479302807e-4
1993,11,30-34 years,48,44,22354.871193588966,16673.50364190973,29469.013399147032,337512828.8404512,242427601.52692166,460451195.53886217,3.375128288404512e-4,2.4242760152692167e-4,4.604511955388622e-4
1993,12,35-39 years,48,44,39331.653087584076,29123.868271959243,51940.178194802305,715594226.033606,511733513.2652001,980422833.8471603,7.155942260336061e-4,5.117335132652001e-4,9.804228338471603e-4
1993,13,40-44 years,48,44,63738.50434204384,47766.57799864635,83733.21434553181,1552207316.515865,1138498248.6100354,2094030027.3026946,0.001552207316515865,0.0011384982486100355,0.0020940300273026946
1993,14,45-49 years,48,44,88704.9515972597,65686.54690660733,112818.25086456446,2839429284.021743,2136805820.0299766,3726010236.2120304,0.002839429284021743,0.0021368058200299765,0.0037260102362120305
1993,15,50-54 years,48,44,128164.02486449911,98249.17037683234,166448.5515183739,5360575245.663084,4109496037.8808985,7057510022.605999,0.005360575245663084,0.004109496037880899,0.007057510022605999
1993,16,55-59 years,48,44,178494.23492492764,139274.12091042646,230858.7968352458,9183534794.469194,7226889440.92598,12028738895.140839,0.009183534794469194,0.00722688944092598,0.012028738895140839
1993,17,60-64 years,48,44,226542.1850219303,182132.4162203697,293376.6768418819,14806474533.824352,11942137288.80415,19224825248.791786,0.014806474533824353,0.01194213728880415,0.019224825248791787
1993,18,65-69 years,48,44,216119.4446992064,171873.08028520297,278514.30706448,19512229708.015293,15722603507.16264,25292317389.026974,0.019512229708015295,0.01572260350716264,0.025292317389026972
1993,19,70-74 years,48,44,180699.226214186,143231.91752851958,229828.03775425922,22766115004.80603,18166224591.13314,29662479129.666454,0.02276611500480603,0.01816622459113314,0.029662479129666453
1993,20,75-79 years,48,44,127144.46128501002,101827.22643788774,159651.61241177117,25718817688.088997,20441834552.80344,32927950007.60578,0.025718817688088997,0.02044183455280344,0.03292795000760578
1993,30,80-84 years,48,44,74870.41922799681,58761.75031679941,92244.39717230632,25053728197.589027,18760880888.418797,32646412084.100616,0.025053728197589026,0.018760880888418797,0.032646412084100615
1993,31,85-89 years,48,44,29592.613180895387,22639.664024702808,36679.37811887646,16159078110.74485,11473560567.243057,21745418444.884556,0.01615907811074485,0.011473560567243057,0.021745418444884555
1993,32,90-94 years,48,44,7986.611566099999,5729.957022837673,9935.630335882122,6828388828.638648,4459195420.279843,9522254430.75936,0.006828388828638648,0.004459195420279843,0.00952225443075936
1993,235,95+ years,48,44,1551.8606644452527,1074.2581941331391,2020.6788831123743,1989572981.0447755,1226876219.9412808,2963124461.106117,0.0019895729810447756,0.001226876219941281,0.002963124461106117
1994,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
1994,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
1994,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
1994,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
1994,9,20-24 years,48,45,7805.088331819678,5851.595247635559,10315.278988856779,95629569.32858561,67793726.3263376,131584653.80551662,9.562956932858561e-5,6.779372632633761e-5,1.315846538055166e-4
1994,10,25-29 years,48,45,12983.075877012967,9478.28852075438,17145.03721192085,171627170.150129,120190930.98850635,236885752.96515322,1.71627170150129e-4,1.2019093098850635e-4,2.3688575296515322e-4
1994,11,30-34 years,48,45,23576.8950740285,17388.618201703637,30568.354256484436,367553762.5503911,259937239.76928392,502731924.2567043,3.6755376255039106e-4,2.599372397692839e-4,5.027319242567042e-4
1994,12,35-39 years,48,45,39095.31895733387,28856.135312903985,51573.73566724809,752948303.1746229,534715464.5910606,1033616767.7693212,7.529483031746229e-4,5.347154645910606e-4,0.0010336167677693212
1994,13,40-44 years,48,45,65237.39691082558,48842.95547709051,85523.60349961677,1607606381.279862,1161301943.0865698,2179808517.1590266,0.001607606381279862,0.0011613019430865698,0.0021798085171590266
1994,14,45-49 years,48,45,92609.42851669698,68482.65347631047,118949.53135093581,3000725482.4213734,2221090482.374681,3969757776.058633,0.0030007254824213733,0.0022210904823746808,0.003969757776058633
1994,15,50-54 years,48,45,127897.10379962847,98445.81400538515,165704.50683291713,5548050247.70943,4249301679.492953,7320140688.711508,0.00554805024770943,0.004249301679492953,0.007320140688711508
1994,16,55-59 years,48,45,175325.32857707975,136973.04486028742,227026.0927573204,9195903953.645407,7163580430.011953,12154904888.977392,0.009195903953645407,0.007163580430011953,0.012154904888977393
1994,17,60-64 years,48,45,227688.57497281383,181050.53255915476,292717.27849518944,15229768581.370308,12199075634.408525,19750805014.847,0.015229768581370307,0.012199075634408526,0.019750805014847002
1994,18,65-69 years,48,45,220060.17859509142,173735.25125681108,283688.5950751807,20519346927.396717,16408875304.821781,26685762816.174633,0.020519346927396716,0.016408875304821782,0.026685762816174633
1994,19,70-74 years,48,45,185910.98248504655,148603.99866367417,233459.28708426023,24152795148.333836,19347779210.91766,31385991690.280045,0.024152795148333836,0.01934777921091766,0.03138599169028004
1994,20,75-79 years,48,45,127875.14495506951,102215.26205665615,160015.71345846844,25933004821.735874,20608013964.4904,33416248802.770348,0.025933004821735873,0.0206080139644904,0.033416248802770346
1994,30,80-84 years,48,45,77144.37424443378,60226.53133730431,95190.39814459908,26177963433.28365,19601712793.087914,34279524232.810413,0.02617796343328365,0.019601712793087915,0.034279524232810415
1994,31,85-89 years,48,45,32047.735832452927,24401.771177335653,39851.1358832747,18049153654.221497,12765592478.39148,24386780200.11362,0.018049153654221498,0.01276559247839148,0.02438678020011362
1994,32,90-94 years,48,45,8878.252265170173,6307.7419855041435,11035.334532536528,7792990801.392358,5023553896.139219,10860568635.563196,0.0077929908013923575,0.005023553896139219,0.010860568635563197
1994,235,95+ years,48,45,1779.93035793709,1234.6667772019227,2323.291765255529,2381759792.4078245,1473182075.448392,3534273574.588417,0.0023817597924078245,0.0014731820754483919,0.003534273574588417
1995,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
1995,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
1995,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
1995,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
1995,9,20-24 years,48,45,7531.405695508985,5665.607652059444,9970.467557809865,100296767.22488128,71246925.29740052,137619378.4330492,1.0029676722488127e-4,7.124692529740052e-5,1.376193784330492e-4
1995,10,25-29 years,48,45,13070.717674167943,9786.832681845955,17335.383564726646,187039661.92841047,132227512.08401796,260387908.72100583,1.8703966192841048e-4,1.3222751208401796e-4,2.6038790872100583e-4
1995,11,30-34 years,48,45,24794.983001675017,18246.85761422181,32467.708955635455,406890264.4069214,287240904.7511639,560408538.2812642,4.068902644069214e-4,2.872409047511639e-4,5.604085382812642e-4
1995,12,35-39 years,48,45,38892.8312153475,28248.080891846952,51534.79000726013,806596717.7134943,563464160.7095126,1111197310.264957,8.065967177134943e-4,5.634641607095126e-4,0.001111197310264957
1995,13,40-44 years,48,45,67541.91147684214,50852.19291997743,89425.33175111566,1719091897.4316096,1234262942.2931902,2343910501.0619826,0.0017190918974316096,0.0012342629422931902,0.0023439105010619825
1995,14,45-49 years,48,45,95280.40373064067,70396.8231142373,123192.4127262003,3311530312.681771,2445665503.797176,4374563253.1129265,0.0033115303126817707,0.002445665503797176,0.004374563253112926
1995,15,50-54 years,48,45,127130.0063492099,97393.79700508658,164956.54514999088,5760440386.464431,4390228106.445162,7616784180.579595,0.005760440386464431,0.004390228106445162,0.007616784180579594
1995,16,55-59 years,48,45,172973.40040749518,134197.7434960933,222255.77641782557,9510345291.122799,7369293831.122829,12535445955.44695,0.0095103452911228,0.007369293831122829,0.012535445955446952
1995,17,60-64 years,48,45,227646.3543929957,180220.65581482602,291917.3504791899,15897522514.527918,12623218120.661911,20622388872.21925,0.015897522514527918,0.012623218120661911,0.02062238887221925
1995,18,65-69 years,48,45,223481.93831488464,175423.09458252465,288866.705751201,21839322568.1142,17448316530.411407,28543917842.27873,0.0218393225681142,0.017448316530411408,0.028543917842278728
1995,19,70-74 years,48,45,189854.36350529865,151612.3435306225,238691.87079586583,25989756320.855625,20764302919.567566,33747105576.448185,0.025989756320855626,0.020764302919567566,0.03374710557644819
1995,20,75-79 years,48,45,131429.85129733072,105915.56025421385,164909.62634010008,28146339555.432545,22458586254.592907,36223010388.492386,0.028146339555432543,0.02245858625459291,0.036223010388492384
1995,30,80-84 years,48,45,79235.5590876475,61519.446747189904,97188.79409033939,28347464121.636555,21096050208.632473,37047369026.24002,0.028347464121636554,0.021096050208632474,0.03704736902624002
1995,31,85-89 years,48,45,33971.51519606547,25754.04757134303,42500.609163875895,20380969096.6141,14382417058.568,27538592386.533417,0.0203809690966141,0.014382417058568001,0.027538592386533417
1995,32,90-94 years,48,45,9835.836130728794,7067.657155316723,12345.817597649591,9123373392.9061,5964783609.800433,12835119143.70054,0.009123373392906099,0.005964783609800433,0.01283511914370054
1995,235,95+ years,48,45,2046.6717263511564,1431.1639351699857,2672.7109418981904,2929390361.9162083,1837379176.0746675,4353907256.08647,0.0029293903619162084,0.0018373791760746675,0.0043539072560864695
1996,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
1996,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
1996,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
1996,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
1996,9,20-24 years,48,45,7271.285508002,5450.221284410094,9722.626507776822,104255692.2653345,74234489.86230393,144112214.9220795,1.042556922653345e-4,7.423448986230393e-5,1.4411221492207951e-4
1996,10,25-29 years,48,45,13125.088820421051,9771.815141366444,17245.229394403246,202001664.17423388,143506360.75674477,276974784.98094755,2.020016641742339e-4,1.4350636075674477e-4,2.769747849809476e-4
1996,11,30-34 years,48,45,25902.451742241617,19171.319172220075,33707.603013461616,440879836.2474587,312099777.7000694,602342712.5593961,4.408798362474587e-4,3.120997777000694e-4,6.023427125593961e-4
1996,12,35-39 years,48,45,39347.41218420045,28880.17872134622,52034.84157455123,853115300.2221787,598472751.3888323,1170642831.6065001,8.531153002221787e-4,5.984727513888323e-4,0.0011706428316065002
1996,13,40-44 years,48,45,69044.36118068553,51193.01531912623,91100.55496279914,1814127236.7218554,1280617165.3498182,2467674051.813684,0.0018141272367218555,0.0012806171653498182,0.002467674051813684
1996,14,45-49 years,48,45,100161.62520676714,73536.68508672008,130039.6552596585,3656739111.8555155,2684640188.001939,4829287651.25106,0.0036567391118555153,0.002684640188001939,0.00482928765125106
1996,15,50-54 years,48,45,128211.3732472137,95486.09287113298,167239.1667332271,5884787875.409701,4405966727.294873,7828352617.610406,0.005884787875409701,0.0044059667272948735,0.007828352617610406
1996,16,55-59 years,48,45,173001.46290151917,132858.28281645608,225274.35840659944,9882071620.387535,7574446619.125947,13081767993.666264,0.009882071620387536,0.007574446619125947,0.013081767993666263
1996,17,60-64 years,48,45,230423.61041622376,182947.94515521472,295623.2517545293,16472442937.476768,12994330152.38689,21431273609.45504,0.01647244293747677,0.01299433015238689,0.02143127360945504
1996,18,65-69 years,48,45,226658.29045842838,178868.57437636267,291761.9324599605,22507103088.302925,17951562163.780155,29476350429.144775,0.022507103088302925,0.017951562163780157,0.029476350429144774
1996,19,70-74 years,48,45,194185.95695980618,155066.30851770143,244096.35494762153,27201997350.505314,21616246982.897,35200441325.01643,0.027201997350505314,0.021616246982897,0.035200441325016436
1996,20,75-79 years,48,45,134143.2294469395,107750.4734795084,171182.44321684894,28940043793.348743,22848242744.918488,37550504528.94375,0.028940043793348743,0.02284824274491849,0.03755050452894375
1996,30,80-84 years,48,45,80645.17372593342,62924.683602293204,98646.06817191119,28959567256.714016,21583217802.03266,37820679297.46737,0.028959567256714017,0.02158321780203266,0.037820679297467366
1996,31,85-89 years,48,45,35121.44496751873,26744.20571081534,44114.44611319555,21313345696.267937,15056771660.539137,29024780234.47951,0.021313345696267937,0.015056771660539137,0.029024780234479512
1996,32,90-94 years,48,45,10245.19855282778,7304.562747013985,12905.012031804412,9738052434.045305,6290746399.111632,13783849611.30806,0.009738052434045305,0.0062907463991116325,0.01378384961130806
1996,235,95+ years,48,45,2304.6398908628744,1608.8797936592466,3025.9395185295652,3450672272.833327,2164885692.075132,5161175629.3011055,0.003450672272833327,0.002164885692075132,0.005161175629301106
1997,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
1997,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
1997,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
1997,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
1997,9,20-24 years,48,45,6971.838545672116,5235.498333444003,9193.68029587628,104933418.66500197,74851773.64258768,144091208.58414385,1.0493341866500198e-4,7.485177364258767e-5,1.4409120858414385e-4
1997,10,25-29 years,48,45,13042.014288644757,9590.17929221396,17011.81495835559,208751317.01574093,147639083.80891722,284233012.6647569,2.0875131701574094e-4,1.4763908380891722e-4,2.842330126647569e-4
1997,11,30-34 years,48,45,26651.70249339532,19676.151949631752,34238.522822406885,466049757.8291707,330060801.7689125,628411171.7367277,4.660497578291707e-4,3.300608017689125e-4,6.284111717367278e-4
1997,12,35-39 years,48,45,40186.65546313801,29039.21413720995,53393.661642744344,886079364.7107844,613442482.4664066,1221152251.9865184,8.860793647107845e-4,6.134424824664066e-4,0.0012211522519865183
1997,13,40-44 years,48,45,69647.11028374215,51871.36208608159,91870.49701846,1860224622.6381907,1308326941.942519,2533844080.292249,0.0018602246226381907,0.001308326941942519,0.0025338440802922494
1997,14,45-49 years,48,45,102519.8872134539,74482.30020857492,134607.69188447823,3725851708.132415,2702013858.8725734,4941665426.78193,0.0037258517081324148,0.0027020138588725734,0.00494166542678193
1997,15,50-54 years,48,45,130543.21583717821,97811.14593633005,169772.72939227504,6048320052.182102,4529052307.853073,8007820393.724157,0.006048320052182102,0.004529052307853073,0.008007820393724158
1997,16,55-59 years,48,45,173125.19246614847,133326.90278182828,230967.97173334836,10158562418.18025,7752557369.490997,13560104276.792768,0.01015856241818025,0.007752557369490997,0.01356010427679277
1997,17,60-64 years,48,45,232842.03750530674,185275.71041015792,300922.2779576455,16963542114.555676,13342553432.706898,22141724775.434723,0.016963542114555676,0.013342553432706898,0.02214172477543472
1997,18,65-69 years,48,45,231329.79629679472,183719.11173605316,299399.151965093,23368609102.933315,18652931096.25195,30637808791.814423,0.023368609102933317,0.01865293109625195,0.030637808791814422
1997,19,70-74 years,48,45,199846.47189300798,159138.99451784126,254405.9202455099,28557467293.54157,22751351789.68151,37175767412.356995,0.02855746729354157,0.02275135178968151,0.037175767412356994
1997,20,75-79 years,48,45,138771.90909688332,110474.40496670787,175061.24243437653,30354065038.681583,23815574165.71388,39364069722.02998,0.030354065038681582,0.02381557416571388,0.039364069722029986
1997,30,80-84 years,48,45,83579.09120875393,64657.99359523005,101673.9367809699,30472626804.510902,22531225803.084747,39767789687.20513,0.0304726268045109,0.022531225803084746,0.03976778968720513
1997,31,85-89 years,48,45,37598.14143404647,28745.3444840534,46749.41613199725,23391164810.037884,16607722220.367758,31806049404.374886,0.023391164810037883,0.016607722220367757,0.031806049404374884
1997,32,90-94 years,48,45,11365.99375291836,8040.584196842302,14240.643485150156,11124159571.82854,7120357690.290889,15598339091.423786,0.011124159571828541,0.007120357690290889,0.015598339091423786
1997,235,95+ years,48,45,2701.1879928871276,1884.6399980596807,3532.764171801927,4175243629.0689273,2613849672.7833796,6235795860.754051,0.0041752436290689275,0.0026138496727833795,0.006235795860754051
1998,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
1998,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
1998,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
1998,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
1998,9,20-24 years,48,45,6745.091740798185,5000.491166612095,8975.293763361215,102589156.90807128,72759474.35155027,141563248.58110437,1.0258915690807128e-4,7.275947435155027e-5,1.4156324858110436e-4
1998,10,25-29 years,48,45,12980.356944117408,9375.735534459069,17068.195928492667,210218507.04249844,147807082.32744414,286995111.2833588,2.1021850704249843e-4,1.4780708232744414e-4,2.869951112833588e-4
1998,11,30-34 years,48,45,27326.325514339078,20370.146626124595,35227.09136989899,481213592.9570448,344147016.75963706,649236277.942584,4.8121359295704477e-4,3.441470167596371e-4,6.492362779425841e-4
1998,12,35-39 years,48,45,42014.35919940722,30647.434489927877,57234.54345388251,912064189.4010631,639555397.6331277,1269269705.3489597,9.120641894010631e-4,6.395553976331277e-4,0.0012692697053489597
1998,13,40-44 years,48,45,70029.65158989384,52317.87542832915,92739.44677604784,1849597007.7703114,1313385320.7985766,2512087153.8560095,0.0018495970077703114,0.0013133853207985765,0.0025120871538560096
1998,14,45-49 years,48,45,106070.07387166399,77143.32924507053,139219.4563119315,3657456309.532554,2646370194.151954,4859921368.476451,0.003657456309532554,0.0026463701941519544,0.004859921368476451
1998,15,50-54 years,48,45,134030.25455697355,100358.44783914869,174554.21342673097,6074510092.269411,4555279581.93465,8004576404.645989,0.006074510092269411,0.00455527958193465,0.00800457640464599
1998,16,55-59 years,48,45,174568.17161223583,135567.6127122592,231177.89149167604,10107505333.082216,7777397171.5003,13389209978.123728,0.010107505333082216,0.0077773971715003,0.013389209978123727
1998,17,60-64 years,48,45,234690.97944761525,186088.26334765804,302665.4287562736,16769902486.135191,13123498846.332367,21847832469.054543,0.01676990248613519,0.013123498846332366,0.021847832469054543
1998,18,65-69 years,48,45,237448.7336739861,186506.76175096503,310654.3580442036,23556847143.385513,18679306879.07907,31042813001.263374,0.023556847143385514,0.01867930687907907,0.031042813001263374
1998,19,70-74 years,48,45,207741.14485953312,164272.06794561553,260787.37110984622,29427424854.46801,23306593987.069176,37968198521.06187,0.02942742485446801,0.023306593987069177,0.03796819852106187
1998,20,75-79 years,48,45,144874.00074963787,114910.62430973705,181589.57773092997,31112826637.412666,24287412406.49013,40374287542.36825,0.031112826637412667,0.02428741240649013,0.04037428754236825
1998,30,80-84 years,48,45,86303.76848194936,67330.84666288726,104795.01806608174,30664673745.715137,22795556938.363117,40136118749.23119,0.03066467374571514,0.022795556938363118,0.040136118749231196
1998,31,85-89 years,48,45,39625.3749011906,30139.953648112885,49404.48881892872,24284515406.851,17111277254.249166,33062369620.77651,0.024284515406851,0.017111277254249168,0.03306236962077651
1998,32,90-94 years,48,45,12362.739400718903,8713.318224031515,15459.741648312925,12023928219.499004,7645795557.586009,16809700851.195686,0.012023928219499004,0.007645795557586009,0.016809700851195687
1998,235,95+ years,48,45,3043.6538607615917,2122.6339484101377,3992.8501719169876,4683092432.515196,2921559945.697205,7022039601.421772,0.004683092432515196,0.0029215599456972052,0.007022039601421772
1999,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
1999,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
1999,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
1999,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
1999,9,20-24 years,48,45,6654.440278192929,4994.406889452244,8751.108783299456,105906370.26055825,75629363.89245684,145469934.83417603,1.0590637026055824e-4,7.562936389245685e-5,1.4546993483417604e-4
1999,10,25-29 years,48,45,13025.477963971323,9224.276219476755,17421.1839942888,222306101.02241692,153267180.7512716,308995191.8404032,2.223061010224169e-4,1.532671807512716e-4,3.089951918404032e-4
1999,11,30-34 years,48,45,28003.739058963158,20912.613233355245,36730.78467337833,516441572.6662904,368889172.172806,711690486.8645666,5.164415726662904e-4,3.68889172172806e-4,7.116904868645665e-4
1999,12,35-39 years,48,45,44650.032630724345,33183.858883156325,61064.097699236765,999568997.1847,710143046.0612218,1399578906.4550352,9.995689971847e-4,7.101430460612219e-4,0.0013995789064550352
1999,13,40-44 years,48,45,70639.74999949874,53044.17464471099,93463.97344095213,1949262627.6642516,1393296664.628906,2651321625.1865344,0.0019492626276642515,0.001393296664628906,0.0026513216251865344
1999,14,45-49 years,48,45,108989.93910656804,78964.5553387404,141779.4759105781,3781434627.3805785,2710989847.568984,5034754548.685165,0.0037814346273805787,0.002710989847568984,0.005034754548685166
1999,15,50-54 years,48,45,141692.12258779493,105439.26236789812,183485.27556582208,6581395482.443447,4913119805.967286,8680041085.311773,0.0065813954824434475,0.0049131198059672865,0.008680041085311773
1999,16,55-59 years,48,45,176754.02909954597,137877.2693522252,234738.1864423568,10662893501.174446,8219789593.346125,14125933429.454231,0.010662893501174445,0.008219789593346124,0.014125933429454231
1999,17,60-64 years,48,45,237037.86278947679,186320.2121974082,311349.80849597027,17432379574.68778,13520527457.728464,22951662853.47819,0.017432379574687778,0.013520527457728464,0.022951662853478192
1999,18,65-69 years,48,45,244276.97023377926,192265.436373439,320812.270052971,24755183406.16028,19611219134.253258,32667781097.338387,0.02475518340616028,0.019611219134253257,0.03266778109733839
1999,19,70-74 years,48,45,217580.77606496942,171476.3477335235,270223.8885853547,31854638841.126083,25034648345.554512,40835907840.50218,0.03185463884112608,0.02503464834555451,0.04083590784050218
1999,20,75-79 years,48,45,153236.01152608957,121254.10854563263,189811.91287906212,34087120991.511364,26480973459.262585,44316933265.138275,0.034087120991511365,0.026480973459262584,0.044316933265138275
1999,30,80-84 years,48,45,89322.54807029742,69726.06505045318,108967.08263483988,32327743309.058907,24048640694.149204,42451022425.82366,0.03232774330905891,0.024048640694149203,0.04245102242582366
1999,31,85-89 years,48,45,42291.19143764795,32150.679492673542,52453.16639820568,26587016680.182056,18682749317.317245,36350848061.71263,0.026587016680182058,0.018682749317317244,0.03635084806171263
1999,32,90-94 years,48,45,13842.337342178067,9716.314760776235,17287.199124143477,13832904757.691504,8763435427.904623,19480120094.4263,0.013832904757691503,0.008763435427904623,0.0194801200944263
1999,235,95+ years,48,45,3460.425975335629,2380.677576635646,4533.836551117463,5419075843.920841,3343234446.392326,8139177506.753042,0.005419075843920841,0.003343234446392326,0.008139177506753041
2000,1,<5 years,48,48,0,0,0,0,0,0,0,0,0
2000,6,5-9 years,48,48,0,0,0,0,0,0,0,0,0
2000,7,10-14 years,48,48,0,0,0,0,0,0,0,0,0
2000,8,15-19 years,48,48,0,0,0,0,0,0,0,0,0
2000,9,20-24 years,48,46,6630.592838432745,4904.956179710072,8831.444015825367,113266916.11594866,80421859.39706695,156362864.66913137,1.1326691611594867e-4,8.042185939706695e-5,1.5636286466913136e-4
2000,10,25-29 years,48,46,12963.04315179804,9066.01567843068,17506.06657485778,238428625.59060147,163100863.02589583,333645687.5970102,2.3842862559060149e-4,1.6310086302589584e-4,3.336456875970102e-4
2000,11,30-34 years,48,46,28470.49128385968,20969.96245807757,37294.35500199129,563599138.8624505,396877921.4671393,775891667.9707358,5.635991388624505e-4,3.968779214671393e-4,7.758916679707358e-4
2000,12,35-39 years,48,46,47306.16942256221,35019.43879273882,64380.5451954484,1106629909.546666,784529280.1885077,1554346521.0498745,0.0011066299095466659,7.845292801885077e-4,0.0015543465210498745
2000,13,40-44 years,48,46,71410.43153720269,54038.375777894566,93257.33494163553,2069623485.5028415,1492438723.6135855,2794568964.427024,0.0020696234855028415,0.0014924387236135855,0.002794568964427024
