location_id,location_name,country_code,asia_subregion,year,age_id,age_name,dalys,dalys_lower,dalys_upper,economic_burden_vlw,economic_burden_vlw_lower,economic_burden_vlw_upper,economic_burden_vlw_trillion,economic_burden_vlw_lower_trillion,economic_burden_vlw_upper_trillion
160,Afghanistan,AFG,South Asia,1991,19,70-74 years,208.6095529542561,134.82302968708322,307.339935192311,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1991,20,75-79 years,100.53165616297228,64.29095302625628,148.9032672199698,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1991,30,80-84 years,57.4049255212424,37.81788729350219,84.58485235711785,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1991,31,85-89 years,20.984423578041703,14.03731655627779,30.09994239785106,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1991,32,90-94 years,4.821576733483582,3.155286002743949,7.433844396665347,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1991,235,95+ years,1.1100689909963133,0.6986775313746751,1.7054268897565783,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1992,1,<5 years,0,0,0,0,0,0,0,0,0
160,Afghanistan,AFG,South Asia,1992,6,5-9 years,0,0,0,0,0,0,0,0,0
160,Afghanistan,AFG,South Asia,1992,7,10-14 years,0,0,0,0,0,0,0,0,0
160,Afghanistan,AFG,South Asia,1992,8,15-19 years,0,0,0,0,0,0,0,0,0
160,Afghanistan,AFG,South Asia,1992,9,20-24 years,7.116671576318248,3.344952103053389,10.953931481275148,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1992,10,25-29 years,4.386781169565114,1.9302511880820237,7.022589148448112,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1992,11,30-34 years,4.4498489154735745,2.1716715366161212,7.184280312557733,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1992,12,35-39 years,12.5788473047951,6.587631563202659,20.59482563180597,NA,NA,NA,NA,NA,NA
160,Afghanistan,AFG,South Asia,1992,13,40-44 years,29.810214201723372,16.32861735714827,46.49454176771648,NA,NA,NA,NA,NA,NA
