Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11952.02436,12760.1824,12311.96381,12756.91478,13163.53043,13750.10723,14146.65707,14837.42713,15137.80415,13628.86275,13326.11695,13555.62854,13369.12334,13564.18041,13637.6668,14028.35621,13637.25902,14391.24659,13733.70129,13383.56623,14014.69055,14784.34836,14619.71814,14497.99212,14853.67125,14306.43408,13997.73528,14796.62864,15432.04305,15949.63737,14477.13083,18523.5798,19992.55706,20757.07238,21509.52279
Gabon,GAB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,23496300369,24932512547,24162061595,25115630647,26048112440,27343705898,28334928640,29960890947,31002880875,28233510469,27701882954,28293382817,28222922909,28857185126,29056167843,29833769975,28996461844,30738600595,29721635312,29760371852,31870348681,34130515199,35922734805,37948309694,39585765763,41121257792,41981285134,42179706333,42533137086,44200780065,43388475339,44025399637,45362721558,46472239669,48044817323
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1409.327219,1440.439739,1462.386889,1486.623321,1472.554857,1472.197625,1488.800554,1544.211968,1571.504592,1649.279526,1731.338476,1822.979651,1743.694325,1849.78337,1978.632627,1938.023627,1930.818885,1985.040252,2088.271661,2177.053447,2266.828982,2064.253853,2064.814381,2006.740816,1933.703297,1990.316258,2012.676482,2038.954299,2277.442362,2421.723181,2530.804149,2777.79621,3067.310404,3254.374578,3445.251592
"Gambia, The",GMB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2798934224,2885898208,2983403728,3073266872,3078010336,3105153716,3174198226,3329733910,3446274554,3666836093,3868512086,4092885796,3959867002,4231909850,4530259494,4423720051,4399142704,4533019593,4816601017,5137662361,5441212707,4998817942,5260834446,5411966056,5335798994,5552329655,5660231389,5933202345,6362463028,6758338860,6798313575,7155630814,7548689490,7910838544,8365452099
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5835.580913,4726.62231,2643.178362,1898.371196,1764.244699,1918.769886,2253.095233,2615.646211,2795.394477,2976.857973,3161.195825,3440.728179,3718.686933,4239.938414,4634.777576,5271.950953,5980.443905,6951.085843,7278.663122,7119.142791,7711.806839,8563.835549,10059.98206,10797.34233,11770.69894,12269.65289,13065.29416,13718.93787,15021.90576,16770.13338,16791.25987,18915.6534,22461.33264,25071.96773,28417.75187
Georgia,GEO,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,62027887438,48940095711,26966102947,19064989883,17082568369,17526130080,19489502932,21539955384,22208019189,22844788762,23265219955,24383648565,25718415556,28562108737,30216621133,33114739064,36234637851,40791350035,41779159245,40253905630,42768329074,46161712229,49198613273,51723921667,53839683819,55643864277,57563697329,60533928054,64203516815,67658127813,63402112373,70150781358,77838277278,83934727816,91848574231
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19521.0196,21058.07668,21806.20987,21940.16186,22886.76783,23614.95844,24160.0668,24643.68321,25444.15114,26517.93429,27467.78242,28677.19086,29513.68233,30305.25757,31757.41773,32313.73679,34748.75433,36915.32528,38443.53863,37554.4427,39730.48979,43398.3444,44229.39419,45889.0173,47938.79682,48558.4433,51569.90168,54110.25366,56273.04056,59270.72765,58685.8727,62530.76532,67589.83991,68692.89447,72300.12051
Germany,DEU,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,3.36586E+12,3.53779E+12,3.60905E+12,3.57393E+12,3.66676E+12,3.72196E+12,3.7606E+12,3.83035E+12,3.91064E+12,3.99394E+12,4.10886E+12,4.1761E+12,4.16657E+12,4.14449E+12,4.19266E+12,4.2298E+12,4.39289E+12,4.51985E+12,4.561E+12,4.30808E+12,4.48673E+12,4.65534E+12,4.67742E+12,4.69548E+12,4.79735E+12,4.87664E+12,4.98854E+12,5.12403E+12,5.18124E+12,5.23242E+12,5.01815E+12,5.20231E+12,5.27357E+12,5.25952E+12,5.24698E+12
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1580.650488,1677.605753,1738.64019,1820.653296,1875.261727,1946.822173,2025.832671,2096.765003,2166.646631,2238.665233,2315.17803,2397.30067,2475.096354,2584.477237,2729.344502,2903.83429,3103.226258,3241.220811,3515.589235,3617.239444,3855.468917,4381.125355,4933.652543,5214.569358,5517.131788,5191.370534,5011.079316,5170.960949,5536.497954,6002.550447,6047.301117,6607.502974,7208.15799,7556.416055,8027.168423
Ghana,GHA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,42884426695,45149507665,46901046280,49175747285,50798546817,52887595893,55321726951,57643224356,60352681161,63008197216,65339500565,67953080671,71010969001,74703539484,78886937688,83541270024,88887838296,92751631832,1.01238E+11,1.06143E+11,1.14528E+11,1.30616E+11,1.42753E+11,1.53192E+11,1.57568E+11,1.60909E+11,1.66338E+11,1.79859E+11,1.9101E+11,2.03441E+11,2.04486E+11,2.14867E+11,2.23043E+11,2.30046E+11,2.43124E+11
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13117.55556,13814.74093,14120.18286,14140.18484,14657.41088,15207.76011,15772.52708,16626.58093,17432.42598,17758.00557,18815.83579,20306.08784,21985.23454,23255.5642,24828.89794,25003.82975,28082.12488,28896.92107,30440.97091,29947.78681,27841.85914,25692.57409,24582.9742,25730.8809,26450.18133,26614.84838,27504.5498,28681.68156,29792.05925,31927.37922,29533.08774,33531.15511,38969.02217,41181.99122,44074.29567
Greece,GRC,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2.7446E+11,2.82968E+11,2.84949E+11,2.8039E+11,2.85998E+11,2.92003E+11,2.9604E+11,3.06706E+11,3.17247E+11,3.25682E+11,3.39158E+11,3.5493E+11,3.71552E+11,3.9309E+11,4.1423E+11,4.19133E+11,4.46139E+11,4.61785E+11,4.6205E+11,4.43017E+11,4.17793E+11,3.76528E+11,3.45159E+11,3.37317E+11,3.39989E+11,3.39213E+11,3.39105E+11,3.441E+11,3.51205E+11,3.59202E+11,3.26169E+11,3.54398E+11,3.74753E+11,3.83493E+11,3.92205E+11
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,20472.45567,21178.87244,20628.57398,20092.09551,21619.35108,22772.5642,23502.07272,24215.21635,26340.05217,27080.86113,29616.15974,30561.79983,30618.00279,32516.04137,35604.33906,38527.08503,42039.79379,44366.43152,48203.12306,48924.76408,50190.88179,50653.05859,52389.32535,52893.65036,56555.06907,55815.65029,58908.59077,60010.09829,61806.82713,64264.05646,64999.44357,69302.00888,75720.42982,78840.59784,..
Greenland,GRL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2120448808,2118042849,2009774852,1908724727,2021804638,2097191213,2129270633,2160548051,2328162974,2360242370,2527857268,2559936664,2535075140,2647380127,2830223629,2971380800,3136461651,3210244966,3408192931,3437706257,3497378824,3480013660,3528531779,3482721532,3647876912,3555610504,3722082556,3724045143,3747248380,3853377109,3863040984,3926166709,4004868912,4039549554,..
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4552.955222,4732.562968,4760.998639,4741.975827,4889.147171,5062.075537,5346.725041,5673.255241,6368.012294,6857.187053,7305.724562,7282.70842,7620.673877,8469.087527,8605.823985,10016.34797,9876.616696,10727.67921,11000.75236,10303.34326,10344.38392,10591.74756,10575.10563,11199.40402,12228.64811,13214.40966,13977.50559,15041.45257,15974.85919,16446.11389,14361.12672,15298.12311,17554.73203,19010.18414,20167.19938
Grenada,GRD,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,888554041.3,900865364.3,893197660,875701565.1,890532061.9,909495720.8,949861275.6,997501516.7,1114742887,1191641892,1249888777,1224592278,1266685476,1386564253,1377586939,1560477975,1498131758,1589869121,1604933809,1498795020,1491133987,1502537785,1485185905,1520104082,1631712008,1736879488,1801831902,1881809376,1963883370,1977169272,1705177564,1785107390,1915790471,2005444902,2079507172
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3329.596771,3472.763088,3626.115303,3756.269128,3886.333685,4055.438653,4143.148294,4287.432478,4437.124608,4556.920652,4714.966662,4821.545985,4969.257449,5081.380056,5263.446549,5486.27777,5833.386918,6238.339769,6434.507037,6376.741063,6510.099809,6784.44713,7258.316675,7699.94919,8236.658437,8934.002355,9201.427686,9560.174281,9946.803859,10755.87809,10947.37056,11825.14092,13014.01498,13745.36259,14368.66012
Guatemala,GTM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,68540699951,71048089250,74485636552,77410785780,80533336769,84518567194,87018440375,90816003383,95350925762,99019135174,1.02593E+11,1.04986E+11,1.09016E+11,1.11808E+11,1.15316E+11,1.19094E+11,1.25467E+11,1.33419E+11,1.37813E+11,1.3847E+11,1.42464E+11,1.48396E+11,1.5281E+11,1.58456E+11,1.65498E+11,1.72271E+11,1.76884E+11,1.82331E+11,1.88543E+11,1.96119E+11,1.92617E+11,2.08107E+11,2.16815E+11,2.24475E+11,2.32673E+11
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,870.7442226,887.47096,907.9394064,947.0582356,975.9800229,1013.632324,1048.158239,1098.668685,1130.043039,1163.360093,1195.806115,1250.970597,1315.366694,1327.967765,1366.031602,1422.350882,1452.960832,1557.585849,1613.698845,1566.700892,1621.691611,1705.271104,1789.97473,1842.002277,1873.214131,1929.680913,2255.32618,2687.095048,2844.464277,3105.82789,3331.85663,3738.805126,4062.361364,4333.746173,4579.101873
Guinea,GIN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,13549165645,13903262657,14358031052,15082270891,15681051993,16403583624,17135441824,18023332470,18680124557,19392211658,19877610461,20604802321,21668959893,21939518799,22452929276,23125904765,23401011018,24996368184,26029472120,25737254321,26976081069,28490008891,30175274473,31365896381,32525353401,33769744335,37423842475,41278500249,43903190355,46369195006,48550675963,51260936278,53297229730,56250816533,59439407532
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,824.1022506,876.5441839,880.0865645,889.9892434,909.4865845,945.2467062,1052.05188,1118.23356,860.7900087,1000.605687,1013.973492,1063.572283,1095.223058,1088.742657,1105.343228,1186.626314,1225.918246,1259.605607,1308.535567,1314.970787,1369.689171,1471.762799,1401.84994,1415.825119,1455.908137,1729.942603,1824.373098,2081.812872,2057.969691,2236.811104,2310.374307,2483.850629,2747.254196,2907.140891,3052.691137
Guinea-Bissau,GNB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1893034391,1989579145,2011464515,2053705270,2119423839,2212678488,2469349193,2629856890,2039566390,2382519913,2408734259,2524015598,2616241513,2608760866,2639332714,2812466899,2887461467,2961375470,3095365129,3171138152,3348891961,3619651271,3557651366,3673491052,3708922819,3936431459,4150285116,4343841109,4507232677,4758093769,4859351472,5113853514,5399469253,5640485327,5911989296
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3021.609515,3322.036153,3651.324514,4027.047723,4447.100797,4752.652406,5209.994772,5614.7129,5572.674409,5811.999708,5859.917919,6131.29683,6303.903722,6392.333158,6672.822994,6761.117984,7345.940282,8110.029999,8436.514384,8824.489602,9336.598302,10066.07298,10626.82567,11199.88747,11145.02912,11408.4739,11516.37983,12243.2226,12442.50872,13240.97138,16819.42287,22865.9271,39710.96956,54729.03652,79905.74425
Guyana,GUY,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,3805285435,4035804534,4348897640,4704424610,5105826025,5362722933,5789355297,6147175989,6043958480,6222868826,6138001098,6277918163,6349023557,6308883418,6407513480,6282505609,6604773604,7079738477,7204003710,7464176914,7773077517,8176986179,8608431004,8922930074,9073414795,9135785864,9483626916,9837792161,10274679941,10824667122,15531194686,18646751961,30456604136,40749416890,58423257845
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2202.227747,2272.762272,2157.597133,2048.243453,1806.823036,1989.016474,2069.614541,2121.849401,2152.003663,2200.589535,2228.501336,2229.843967,2247.978966,2330.918739,2322.197868,2427.448086,2503.659327,2647.495386,2724.459228,2855.159714,2694.911041,2858.19646,2830.190806,3042.497069,3075.738438,3025.834617,3253.471786,3339.388847,3196.973864,3236.974925,3103.180663,3134.950149,3264.933544,3281.212321,3183.45909
Haiti,HTI,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,27050130484,27558820285,26095465414,24679448220,21730098851,23880880473,24869733602,25542388751,26099682890,26807049026,27040286239,26947606230,27231046578,28178899328,27807541798,28661837694,29168794121,30541632150,31353438600,33200274947,31323957579,32920919826,33086322561,34517234584,35514358967,36011559996,36664258025,37584630388,38211470971,37553050262,36311732132,35658760080,35058985452,34405526560,32970942041
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2039.694564,1981.661312,2089.709508,2214.425777,2203.130496,2321.792626,2341.49648,2422.662028,2471.503282,2423.497279,2587.422539,2645.254776,2714.56632,2820.714044,3001.296713,3203.95919,3437.622963,3664.088285,3806.347064,3655.797014,3757.546421,3900.711362,4016.346091,4137.326824,4460.057428,4845.595665,5186.158974,5620.654552,5633.383238,5784.930811,5384.69832,6202.980788,6805.493583,7178.339068,7486.018696
Honduras,HND,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,22048820695,21316952332,22611677482,24080468333,24131495688,25625067450,26104455137,27304759668,28285064169,28076984787,30124158655,30944497717,32106258710,33566142511,35658086204,37815614091,40299057569,42792895096,44603719292,43519122819,45142882368,46874423691,48809722279,50172274844,51706583429,53692157583,55782378350,58483870910,60732572688,62287104478,56703014341,63827909343,66472658302,68849619261,71296514098
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18251.78141,19780.2283,21312.67844,22776.18918,24117.33639,24713.24705,25098.25593,26610.61598,25116.12877,25861.84395,28224.5319,28808.83701,29609.80259,31178.70996,34532.26202,38079.58208,41745.49148,45257.66428,46830.25411,45861.49844,49197.65899,52277.46644,52149.68127,53517.41955,54514.92681,56043.0427,56761.48241,59260.91318,60900.27529,61221.41954,58187.47641,65884.93763,68602.1491,71505.85157,75215.74628
"Hong Kong SAR, China",HKG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.80256E+11,1.90534E+11,2.02414E+11,2.14965E+11,2.27941E+11,2.33351E+11,2.43289E+11,2.55696E+11,2.40654E+11,2.46686E+11,2.65591E+11,2.67081E+11,2.71505E+11,2.79803E+11,3.04146E+11,3.26617E+11,3.49587E+11,3.72187E+11,3.80107E+11,3.7076E+11,3.95852E+11,4.14911E+11,4.21965E+11,4.35053E+11,4.47071E+11,4.57746E+11,4.67704E+11,4.85458E+11,4.99279E+11,4.90929E+11,4.58799E+11,4.88412E+11,4.7042E+11,4.85541E+11,4.9788E+11
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,9163.031308,8346.858781,8278.724787,8435.747691,8881.959969,9216.100616,9384.08091,9844.129364,10414.60087,10892.48561,11869.13159,13224.13655,14532.30752,15461.93247,16252.83064,17091.27613,18365.91718,19089.99027,20708.76151,20680.67243,21693.40207,22992.21847,23205.31067,24591.63805,25796.2101,26944.95977,28178.94504,29728.01216,32258.25779,35627.23155,35583.58557,38887.19095,44012.26773,45367.59835,47635.89553
Hungary,HUN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2.20935E+11,1.94661E+11,1.88696E+11,1.87609E+11,1.93138E+11,1.96015E+11,1.96214E+11,2.02057E+11,2.09832E+11,2.16308E+11,2.25845E+11,2.35019E+11,2.46136E+11,2.55831E+11,2.68528E+11,2.80075E+11,2.91093E+11,2.92061E+11,2.94962E+11,2.75081E+11,2.78019E+11,2.83348E+11,2.79552E+11,2.85233E+11,2.97596E+11,3.08488E+11,3.16011E+11,3.29044E+11,3.4749E+11,3.65133E+11,3.49291E+11,3.7452E+11,3.90513E+11,3.87223E+11,3.89207E+11
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,21970.44235,22401.48278,21862.50158,22445.28569,23546.90387,23938.4742,24767.07428,26868.1115,28721.09322,29557.54183,29782.87381,31885.45107,32607.10588,32701.04895,35617.2136,37322.73993,39700.08171,41472.84494,43728.11406,41862.95993,39768.41696,40936.86783,42004.44761,44409.66895,45996.96875,49214.26486,53480.39719,55638.49206,57197.76762,60523.81794,55796.74547,61610.21327,73426.22778,76666.64208,78258.75925
Iceland,ISL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,10222792389,10199941837,9855806596,9985257637,10345611400,10357672697,10830720405,11455827611,12299365197,12795635966,13433503890,13972657239,14050836924,14351902574,15471695342,16419249894,17456452764,18932371424,19350681492,17867682121,17361530903,17681986420,17870058499,18683585815,18998818084,19841731757,21092492447,21977311704,23051820494,23480855893,21851178110,22951036649,25011803540,26424085477,26560661830
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1211.982526,1239.058006,1308.600466,1374.101529,1466.604255,1578.671244,1694.739808,1758.853362,1852.406491,2006.272867,2090.858069,2199.539104,2277.069748,2461.482516,2681.861168,2936.80322,3220.626929,3508.061832,3633.367832,3886.581977,4206.45986,4454.701532,4819.642882,5014.350566,5191.591499,5425.035991,5800.481494,6144.717144,6714.966399,7150.924235,6966.275428,8050.018575,9207.12743,10323.49987,11158.88092
India,IND,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.90566E+12,1.9258E+12,2.03138E+12,2.12789E+12,2.26958E+12,2.44149E+12,2.62581E+12,2.73215E+12,2.90112E+12,3.15775E+12,3.27903E+12,3.43721E+12,3.56796E+12,3.84842E+12,4.15333E+12,4.48241E+12,4.84373E+12,5.2148E+12,5.37576E+12,5.7984E+12,6.29112E+12,6.62086E+12,6.98212E+12,7.42801E+12,7.97844E+12,8.61642E+12,9.32781E+12,9.96168E+12,1.06046E+13,1.10151E+13,1.03787E+13,1.13844E+13,1.22506E+13,1.33766E+13,1.42439E+13
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3043.941975,3305.363933,3538.484313,3792.594657,4095.998466,4451.000213,4807.092673,5037.221524,4355.779974,4385.939714,4639.039426,4848.555801,5076.164382,5352.507504,5700.049495,6134.16673,6583.351124,7096.387689,7569.253047,7868.148183,8353.456847,8936.992155,9530.290711,9866.016993,10064.67713,10027.5373,10262.59517,10687.64092,11372.0972,11986.47015,11729.36745,12757.07464,14284.92929,15415.70793,16448.27552
Indonesia,IDN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,8.94211E+11,9.56018E+11,1.01814E+12,1.08428E+12,1.16603E+12,1.26188E+12,1.36054E+12,1.42448E+12,1.23749E+12,1.24728E+12,1.30865E+12,1.35633E+12,1.41736E+12,1.48511E+12,1.55983E+12,1.64862E+12,1.73931E+12,1.84967E+12,1.9609E+12,2.05167E+12,2.17936E+12,2.31383E+12,2.45335E+12,2.58969E+12,2.71935E+12,2.85195E+12,2.99549E+12,3.14736E+12,3.31021E+12,3.47636E+12,3.40456E+12,3.53062E+12,3.718E+12,3.90572E+12,4.10219E+12
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7256.412514,8229.252206,8524.126068,8567.209415,8585.16788,8876.793765,9510.043822,9687.843954,9864.062156,10059.68565,10729.35801,11061.30147,12040.86122,13192.33366,13835.4204,14402.10534,15256.2709,16672.72525,16830.93662,16894.2354,17865.94138,18487.07624,16325.20107,15552.01306,15408.09651,13689.76464,14573.32197,15070.25858,14839.56919,13348.41095,14110.31914,14951.89487,16424.37739,17659.87388,18441.55775
"Iran, Islamic Rep.",IRN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,5.2814E+11,5.953E+11,6.14932E+11,6.05887E+11,5.95597E+11,6.09898E+11,6.48629E+11,6.57388E+11,6.71062E+11,6.84501E+11,7.24514E+11,7.41846E+11,8.01778E+11,8.71046E+11,9.08821E+11,9.3781E+11,9.84699E+11,1.06501E+12,1.06768E+12,1.07844E+12,1.14096E+12,1.17115E+12,1.12726E+12,1.11011E+12,1.16544E+12,1.14884E+12,1.25011E+12,1.28459E+12,1.26098E+12,1.22226E+12,1.26297E+12,1.32258E+12,1.37253E+12,1.44177E+12,1.4856E+12
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,2694.039409,3546.965435,4509.043633,4559.931131,4597.621308,5034.476283,6019.889126,7964.056849,9194.474203,10627.94007,10719.61942,9682.376195,6068.451618,9289.742246,9457.044543,10223.10653,10783.12364,11657.31687,11687.01421,12186.19296,12912.02998,14402.03409,14668.54328,13168.24559,9334.466049,9079.135318,10191.6617,12034.40112,12248.59174,10573.93048,12731.75358,14391.12923,14652.52124,14464.31869
Iraq,IRQ,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.88736E+11,67856016583,89971792817,1.17224E+11,1.21743E+11,1.24324E+11,1.38025E+11,1.67339E+11,2.25909E+11,2.65624E+11,3.10238E+11,3.15719E+11,2.89818E+11,1.8358E+11,2.81586E+11,2.86303E+11,3.02445E+11,3.08157E+11,3.33513E+11,3.44783E+11,3.66858E+11,3.94543E+11,4.49528E+11,4.8382E+11,4.94772E+11,5.07669E+11,5.77663E+11,5.67151E+11,5.82089E+11,6.14185E+11,5.40256E+11,5.48372E+11,5.92017E+11,5.95082E+11,5.85887E+11
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,13733.74699,14389.20044,15105.74254,15801.00349,17000.17161,18931.54092,20473.93999,22632.09336,25092.33923,27041.34742,30209.46562,32576.92457,35222.02872,36285.1087,38734.44394,40466.23435,44232.10175,46784.08613,44169.09434,41469.8379,43216.98473,45525.71812,46726.21577,48838.77198,52640.78439,71607.45683,73012.81987,80450.35293,86299.34202,92022.5988,97799.92257,116903.6124,136104.4453,124900.9386,131175.1069
Ireland,IRL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.03992E+11,1.05999E+11,1.09543E+11,1.12492E+11,1.18967E+11,1.30429E+11,1.40054E+11,1.55491E+11,1.69121E+11,1.86929E+11,2.04507E+11,2.15358E+11,2.28063E+11,2.34936E+11,2.50884E+11,2.65284E+11,2.78516E+11,2.93306E+11,2.80154E+11,2.65878E+11,2.70352E+11,2.7481E+11,2.73714E+11,2.79714E+11,3.05828E+11,3.81109E+11,3.85769E+11,4.24537E+11,4.56566E+11,4.79579E+11,5.13907E+11,5.97446E+11,6.48943E+11,6.13056E+11,6.20544E+11
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,15696.9176,16460.68418,17525.9495,18189.98617,19448.25461,20609.81969,21653.17692,22281.01865,22912.50921,23415.28234,25783.17346,25813.2365,26101.32878,24678.39616,26071.0504,25700.98626,26365.57849,28265.87633,28083.83661,28097.19294,29455.82181,31313.9335,32483.74219,34827.36474,34816.24225,35868.97364,38189.16103,39470.86813,40189.991,41325.17837,40955.28562,46162.08227,53564.22789,53401.17823,55690.7391
Israel,ISR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.18062E+11,1.27184E+11,1.37053E+11,1.42695E+11,1.53294E+11,1.63416E+11,1.72958E+11,1.79206E+11,1.86575E+11,1.92727E+11,2.09267E+11,2.09848E+11,2.09567E+11,2.12604E+11,2.22485E+11,2.32248E+11,2.45257E+11,2.60766E+11,2.69168E+11,2.725E+11,2.87581E+11,3.03452E+11,3.10878E+11,3.23579E+11,3.35797E+11,3.43311E+11,3.58622E+11,3.74211E+11,3.89194E+11,4.03635E+11,3.95475E+11,4.32603E+11,4.59698E+11,4.68095E+11,4.72177E+11
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18667.87852,19582.53215,20182.174,20471.84355,21354.40574,22431.2226,23092.18857,23931.1687,25073.65277,25654.68142,27146.32118,28137.05586,28833.02179,29252.90025,29584.80265,30137.81804,32460.55099,34108.77231,35422.34244,34483.7311,34977.99423,36392.28278,36281.10142,36459.29502,36665.68577,37394.4535,40482.563,42142.34354,43386.70059,46661.91052,44435.64344,49825.39341,56247.41559,57893.40836,60846.98303
Italy,ITA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2.41946E+12,2.45668E+12,2.47718E+12,2.45605E+12,2.50888E+12,2.58131E+12,2.61604E+12,2.66642E+12,2.71453E+12,2.76008E+12,2.86723E+12,2.92476E+12,2.93265E+12,2.93461E+12,2.97786E+12,3.00057E+12,3.05456E+12,3.09923E+12,3.06752E+12,2.90478E+12,2.9492E+12,2.96971E+12,2.8769E+12,2.8246E+12,2.82456E+12,2.84957E+12,2.8848E+12,2.93106E+12,2.95529E+12,2.96798E+12,2.70477E+12,2.94633E+12,3.08838E+12,3.11047E+12,3.13305E+12
