Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,813.550256,747.6880455,926.507941,966.9620321,971.633503,1076.087353,1121.834471,1286.949843,1333.747267,1570.698145,1765.538028,1744.060623,1988.429304,2133.241271,2224.490748,2284.075848,2213.181441,2335.795862,2432.276701,2583.485332,2561.981761,2144.16657,2122.995815,2201.722907,..
Afghanistan,AFG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,32567375970,29495629513,37931379899,41281584746,41865355064,46566715049,49061481754,55844878996,58036781460,70451155677,80569661677,80913174278,91231454558,96341095376,98965950295,1.00402E+11,1.02672E+11,1.05389E+11,1.06643E+11,1.10814E+11,1.08209E+11,85767546198,80415503801,82238478028,..
Albania,ALB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2655.059901,1988.181406,1898.820304,2142.681185,2384.728785,2776.187606,3053.329987,2759.428026,3085.572796,3549.284425,3976.926083,4451.000524,4840.347882,5169.842511,5595.55058,6014.326823,6754.356795,7584.970687,8469.260125,9025.926107,9755.92876,10273.46683,10463.60624,10588.15788,11317.28378,11747.31803,12208.37535,13004.77763,13696.534,14792.03082,14511.88937,16126.77749,19444.7069,21259.79778,23487.99363
Albania,ALB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,18274942062,13157566899,12211917973,13379305485,14490171371,16420600300,17625269554,15561073194,16854202298,18918964811,20330860426,22132933135,23157332899,24392374658,25676940952,26994379070,28619165682,30479437956,32584671726,33461444277,34456304689,35305141557,35652590005,36261261117,37073595662,37899485664,39380952118,40673898060,42167207396,43036938898,41610799594,45343111967,47531686193,49402826580,51360027803
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7602.187257,7582.071945,7704.516443,7537.938682,7462.647588,7746.716839,8052.768567,8128.798914,8502.888359,8776.442095,9186.815903,9543.520354,10080.1825,10802.75067,11431.68567,12246.26922,12791.34126,13320.96412,13666.2182,13651.4473,14201.36599,14639.87794,14441.32934,14370.82066,14694.14383,13807.35158,13437.84602,13493.56075,13727.12664,13892.53334,12676.51306,14496.86547,15836.09444,16824.4879,17552.77425
Algeria,DZA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2.97621E+11,2.9405E+11,2.99343E+11,2.93057E+11,2.90419E+11,3.01455E+11,3.13815E+11,3.17267E+11,3.33447E+11,3.44118E+11,3.57194E+11,3.6791E+11,3.87777E+11,4.12982E+11,4.31567E+11,4.54871E+11,4.68063E+11,4.82572E+11,4.94637E+11,5.00572E+11,5.246E+11,5.40338E+11,5.53306E+11,5.67692E+11,5.90967E+11,6.09878E+11,6.33664E+11,6.43169E+11,6.52173E+11,6.58042E+11,6.2514E+11,6.48896E+11,6.72256E+11,6.99818E+11,7.22912E+11
American Samoa,ASM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,24908.87094,24510.24608,23816.84047,22958.32578,23509.45998,24934.38277,26541.58145,29121.60371,30072.72727,31589.95824,33458.11816,36895.44025,38787.05225,41147.8807,42717.23777,44577.81933,46852.65839,47501.43093,44838.995,42522.99456,43853.17124,46436.11586,45503.04448,45609.23072,48505.60174,50733.239,53110.14263,53084.86396,55244.65541,57475.06928,52095.8414,59332.20291,68470.07595,71730.66868,74939.4746
Andorra,AND,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2631759312,2698763997,2723841291,2695745293,2759989816,2836096580,2967967659,3237093233,3340511674,3477441884,3600138635,3892446769,4069411498,4423214424,4783072833,5041253346,5283671526,5365736886,5067445572,4798726710,4703953873,4703574275,4469597620,4311034331,4419002699,4482377402,4648659174,4664746876,4738858765,4834372721,4293699379,4649508749,5094216232,5225828101,5402033635
Angola,AGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3340.598482,3372.596968,3143.44061,2369.241832,2374.020821,2695.805985,3013.332813,3178.494803,3254.244475,3262.975529,3326.779914,3427.85395,3824.284804,3878.507955,4262.906013,4876.287684,5404.38383,6095.999267,6651.377741,6498.169282,6607.022197,6711.390257,7354.942966,7561.039205,7990.274457,7119.726443,6843.735897,6992.728834,7347.799936,7528.382418,6450.749946,7408.126591,7924.888806,8046.817299,8347.952791
Angola,AGO,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,85939173895,86791139889,81724029491,62123814348,62955878002,72399259721,82205283158,88185123455,92322016744,94336012047,97217622733,1.01307E+11,1.15151E+11,1.18594E+11,1.3158E+11,1.51356E+11,1.68838E+11,1.92492E+11,2.13994E+11,2.15834E+11,2.25327E+11,2.33151E+11,2.53067E+11,2.65605E+11,2.78414E+11,2.81041E+11,2.7379E+11,2.73387E+11,2.69788E+11,2.67894E+11,2.52789E+11,2.55821E+11,2.6361E+11,2.66452E+11,2.78239E+11
Antigua and Barbuda,ATG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12996.04535,13658.49861,13908.45127,14719.50952,15736.16811,15062.35225,16016.93319,16836.06194,17496.14875,18088.38224,19318.89658,18568.67991,18812.78278,20127.34557,21628.68365,23484.80011,26949.40858,29850.56757,29978.20959,26156.91517,24071.0298,23804.07901,23011.73866,21760.52329,21671.47379,20985.43883,21320.43751,21422.00216,24524.2138,26550.58984,22370.09187,25745.49581,29933.88937,31601.75271,33602.354
Antigua and Barbuda,ATG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1329089238,1358021545,1373754915,1446287620,1542847661,1475582825,1573044257,1659109533,1737606636,1802032676,1913822712,1826779954,1845545275,1957692356,2070594498,2204638355,2484807048,2716271365,2715890908,2390992152,2203526249,2160364841,2233237031,2219815671,2268613699,2300864764,2395668849,2460656795,2625816199,2709112916,2197936455,2377570792,2594115333,2657083929,2772069806
Argentina,ARG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7158.308492,7960.97844,8667.852804,9472.445099,10103.02974,9890.924709,10495.83925,11403.48079,11835.67699,11463.85331,11499.9828,11117.75492,9953.464929,10933.39255,12117.67974,13464.81285,14843.57787,16455.11298,17276.75709,16182.07535,17847.61104,19104.99094,19430.41781,19928.98949,19487.41817,19899.14993,20105.76136,23385.07409,24410.39191,23516.8262,22393.34796,26300.27426,29597.69384,30082.30452,30175.53597
Argentina,ARG,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,5.57089E+11,6.07968E+11,6.56225E+11,7.10081E+11,7.51523E+11,7.3014E+11,7.70493E+11,8.32988E+11,8.65059E+11,8.35773E+11,8.29179E+11,7.92622E+11,7.0627E+11,7.68683E+11,8.38092E+11,9.12277E+11,9.85689E+11,1.07448E+12,1.11807E+12,1.0519E+12,1.15841E+12,1.22796E+12,1.21535E+12,1.24459E+12,1.21331E+12,1.24645E+12,1.22052E+12,1.25492E+12,1.22208E+12,1.19762E+12,1.07905E+12,1.19173E+12,1.25453E+12,1.23432E+12,1.2131E+12
Armenia,ARM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2760.2495,2476.603092,1491.612672,1440.393678,1591.478835,1766.910148,1921.549989,2039.788323,2239.427583,2376.519169,2530.743947,2844.362664,3282.117063,3836.225568,4377.227597,5172.218921,6072.759245,7136.754055,7827.316667,6811.69248,7095.21268,7624.267726,8942.635379,9454.878528,9736.234975,9756.840848,10570.27204,12066.00431,12877.49375,14975.75395,14706.3173,15921.70528,19161.37005,21534.03054,22823.17953
Armenia,ARM,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,21801542439,19250762305,11203943133,10217996272,10769768355,11512882201,12188158880,12592937351,13512221776,13958125094,14781654475,16200693305,18339184821,20906670696,23101871119,26313031204,29786351323,33867081455,36203910075,31099158754,31783340247,33277157238,35673112560,36850325274,38176936984,39398598967,39477396165,42438200878,44644987324,48038006360,44579269902,47164867557,53107640869,57515575061,60908993990
Aruba,ABW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,21732.85831,23099.94009,23889.04502,24575.66066,25791.04318,26254.7428,26004.49563,27240.80279,27412.75519,27765.65326,30245.70697,31920.23907,31888.50874,32507.08431,35059.2731,35098.79767,35937.59466,37768.56601,38904.99925,34339.93916,33729.51191,35324.07206,34095.64717,35901.65331,35657.2872,35972.86644,36117.50821,37524.92848,39287.01952,39110.27619,28976.46355,35696.30937,41649.45079,44967.34451,..
Aruba,ABW,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2169949833,2342740155,2480548423,2661819292,2880192320,2953554956,2988577872,3199179219,3262906371,3303302517,3555110647,3703785432,3668786383,3709528424,3980091340,3964842111,4009542195,4133418781,4209298230,3717747269,3616124254,3737960057,3699055373,3936959476,3874496656,3850334291,3916545601,4192604626,4293104973,4197263893,3097084627,3844492519,4171963244,4349844051,..
Australia,AUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,17381.22527,17835.83046,18253.96976,19216.30665,20170.78476,21038.66679,22132.1929,23124.96391,24378.24531,25485.39145,26541.66532,27645.81403,29032.49096,30121.81842,31763.79609,33036.58348,34846.71563,36653.84172,37532.99904,40312.39512,39372.8511,42022.73922,42863.34832,45930.85051,46903.7703,46263.73139,47260.15299,48371.141,50183.68981,52673.06382,53984.1247,58182.33695,65871.77152,70513.47487,71193.21585
Australia,AUS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,6.17848E+11,6.15486E+11,6.18122E+11,6.43136E+11,6.68735E+11,6.94721E+11,7.21565E+11,7.49801E+11,7.84766E+11,8.24222E+11,8.56544E+11,8.7389E+11,9.08667E+11,9.36751E+11,9.76323E+11,1.00712E+12,1.03487E+12,1.07392E+12,1.11243E+12,1.13348E+12,1.15865E+12,1.18654E+12,1.23301E+12,1.26509E+12,1.29793E+12,1.32635E+12,1.36295E+12,1.39402E+12,1.43415E+12,1.46529E+12,1.46354E+12,1.49444E+12,1.55784E+12,1.61146E+12,1.63452E+12
Austria,AUT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19382.96647,20522.18551,21194.7574,21632.31867,22538.07427,23588.4563,24417.6643,25294.72389,26529.18157,27500.08495,29214.73865,29556.40356,30952.17082,31962.92553,33523.0205,34776.66995,37396.0351,39193.81736,41046.79004,40665.50466,41740.11492,44171.56187,46156.48321,47519.85228,48355.49776,49562.59393,52397.86352,53869.83212,56636.4953,60354.92794,58523.03378,62968.94223,70734.94256,70478.78736,71617.90175
Austria,AUT,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,3.32535E+11,3.43979E+11,3.51181E+11,3.53031E+11,3.61511E+11,3.71156E+11,3.7938E+11,3.87521E+11,4.01056E+11,4.16144E+11,4.29417E+11,4.35072E+11,4.4153E+11,4.46571E+11,4.58026E+11,4.68654E+11,4.83976E+11,5.02247E+11,5.09546E+11,4.91273E+11,5.0016E+11,5.14802E+11,5.18036E+11,5.16737E+11,5.20643E+11,5.27429E+11,5.38596E+11,5.50834E+11,5.64518E+11,5.74426E+11,5.38132E+11,5.63937E+11,5.93701E+11,5.88031E+11,5.81131E+11
Azerbaijan,AZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5342.570821,5412.097607,4220.146377,3272.237954,2647.765387,2356.897804,2406.772319,2565.408284,2826.706937,3051.942337,3439.144432,3834.898157,4230.405903,4718.42115,5247.538351,6854.936195,9398.013239,11973.95964,13216.84348,14245.50355,14930.41003,14804.57445,15994.14665,17267.51189,17563.61225,15075.27263,14535.80202,14315.92964,15282.99952,16675.31794,15163.57033,20111.3757,22552.08867,23651.59946,25088.95018
Azerbaijan,AZE,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,77320440962,76779197739,59427098799,45699439738,36696649543,32366445224,32787208820,34688866980,38157753543,40981427801,45530365936,50037872023,54760904902,60351062364,65935829773,84372501916,1.13453E+11,1.42341E+11,1.57417E+11,1.72166E+11,1.80411E+11,1.77573E+11,1.81485E+11,1.9209E+11,1.97464E+11,1.99536E+11,1.93423E+11,1.9372E+11,1.96627E+11,2.01503E+11,1.93042E+11,2.03884E+11,2.13497E+11,2.16388E+11,2.25198E+11
"Bahamas, The",BHS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19817.33977,19296.10818,18635.89911,18780.87007,19440.9086,20377.3197,21287.33803,21606.2277,22555.7698,24183.56794,25421.60221,26351.05454,27171.28626,27030.87489,27659.5154,29142.87645,30401.4829,31232.1059,30678.60153,29196.59404,29624.95123,30073.65241,31035.55006,30294.47683,31726.17409,32137.57847,32285.27604,34282.17104,35227.76191,36116.0002,27204.62591,31064.68222,36791.25308,39090.16651,41197.91838
"Bahamas, The",BHS,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,9126074163,8744441360,8409915560,8435801834,8701438146,9082452546,9466052687,9587952083,10040196469,10757478537,11203743854,11497955268,11808969928,11659596298,11762477514,12161941155,12468007620,12648307467,12354405315,11838556009,12020711429,12094418914,12641101658,12279151519,12505985015,12630638288,12484594381,12905479582,13215020091,13104139293,10471575966,12313201284,13652564215,14068800174,14544115518
Bahrain,BHR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,26902.06115,31657.36404,33648.22687,37869.50464,37579.16865,38839.43652,40105.8477,40965.34573,42281.29521,43560.53775,45687.52174,46161.57585,45091.48942,45426.93459,46317.02848,47268.27216,48009.49174,49347.49462,50330.32486,48625.65692,49254.57701,52677.45112,56712.56927,56310.31175,54299.05646,48034.24689,47428.90189,50184.50058,51993.13078,56599.52144,53436.0317,54954.67579,61677.65385,64171.08574,67210.98909
Bahrain,BHR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,21547623543,23967421295,25570841331,28861810335,28789655411,29921086679,31150845231,32114340636,33652618706,35099680719,36959988158,37880642522,39149095032,41614094816,44519158861,47532659557,50606596423,54803887940,58226396743,59705280669,62293086037,63494195104,65908897751,69397206738,72387433087,74202817291,77033649780,80849769947,82509283149,84203097859,79225547128,82671890844,87781147011,91185401848,93936691918
Bangladesh,BGD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,940.6544708,987.3131994,1044.891886,1099.385888,1145.110166,1206.366467,1260.754895,1315.469233,1372.953839,1429.986453,1511.905006,1597.587406,1658.802309,1746.127258,1861.512563,2019.738396,2195.294855,2388.100252,2554.857882,2675.259459,2833.695444,3051.269833,3434.278151,3691.104311,3972.506477,4212.235781,4579.132287,4882.606926,5490.158819,6047.124015,6640.584373,7441.06914,8450.549025,9147.777507,9646.769844
Bangladesh,BGD,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2.31057E+11,2.3911E+11,2.52124E+11,2.64003E+11,2.74273E+11,2.8832E+11,3.0136E+11,3.14891E+11,3.31193E+11,3.4666E+11,3.6501E+11,3.83543E+11,3.98244E+11,4.17119E+11,4.38974E+11,4.67666E+11,4.98868E+11,5.34081E+11,5.66199E+11,5.94765E+11,6.27904E+11,6.68494E+11,7.12089E+11,7.54912E+11,8.00667E+11,8.53132E+11,9.1382E+11,9.74043E+11,1.04534E+12,1.12773E+12,1.16661E+12,1.24756E+12,1.33614E+12,1.4133E+12,1.47299E+12
Barbados,BRB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,11071.64797,10966.13882,10541.23241,10845.00633,11273.68295,11723.09406,12400.82232,13207.17806,13851.24542,14089.91532,15075.95101,15030.00683,15283.41194,15826.66356,16387.82602,17478.13018,19019.13374,19846.04229,20250.11414,19253.26878,18977.54268,19165.01013,17936.99373,18004.66912,17752.51772,17804.749,18013.67344,17898.89946,18551.16865,18760.37001,15824.49107,15683.88471,19786.36152,21336.15756,22671.94669
Barbados,BRB,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,4389884980,4218683553,3978534107,4010086598,4090720719,4173107760,4339050404,4544725877,4714174359,4729950629,4940300503,4823439440,4861419300,4967178543,5037295151,5236543206,5554429981,5669916793,5705833481,5419556103,5299366019,5260604624,5244122563,5191136901,5195414682,5151456355,5243766864,5250502273,5188857959,5222719689,4436472511,4425161020,5214293923,5427757737,5634012548
Belarus,BLR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5220.474731,5329.797812,4917.121155,4640.856636,4190.323889,3845.706818,4039.340424,4596.486158,5061.334995,5331.41744,5795.65224,6238.098627,6697.154364,7361.721615,8482.920206,9636.891123,10994.59813,12320.02402,13886.13141,14034.19112,15339.0999,16563.20141,18114.75086,19014.05297,19037.88474,18133.53131,17832.47789,18413.74756,20025.98155,22301.59324,24872.30667,27611.18011,28429.49488,30834.17737,33006.41667
Belarus,BLR,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.25855E+11,1.24345E+11,1.12408E+11,1.03865E+11,91712578582,82174470042,84475358964,94105554457,1.0201E+11,1.05479E+11,1.11597E+11,1.1687E+11,1.22766E+11,1.31413E+11,1.46459E+11,1.60226E+11,1.76249E+11,1.91407E+11,2.1093E+11,2.11352E+11,2.27732E+11,2.40371E+11,2.44476E+11,2.46918E+11,2.50994E+11,2.41382E+11,2.35284E+11,2.41242E+11,2.48839E+11,2.52438E+11,2.5074E+11,2.56855E+11,2.4489E+11,2.54995E+11,2.6522E+11
Belgium,BEL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,18675.31219,19587.85535,20258.54745,20459.18915,21504.01177,22431.45936,22736.75807,23727.89752,24368.75741,25440.84119,27788.09088,28796.57958,30282.28865,30934.58265,32063.98269,33177.89095,35258.98506,36799.53187,37883.33194,37885.90591,39844.40544,41244.8495,42483.52507,43864.12042,45147.64295,46084.24246,48414.55181,50256.06318,52466.73308,56712.46957,56120.09584,60669.21377,68157.83479,69059.17683,72126.00289
Belgium,BEL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,4.15225E+11,4.22837E+11,4.29309E+11,4.2518E+11,4.389E+11,4.49367E+11,4.55305E+11,4.72577E+11,4.81849E+11,4.98919E+11,5.17463E+11,5.23153E+11,5.32082E+11,5.37605E+11,5.56804E+11,5.69732E+11,5.84273E+11,6.05756E+11,6.08463E+11,5.96863E+11,6.1304E+11,6.24879E+11,6.26228E+11,6.28141E+11,6.39231E+11,6.48654E+11,6.56396E+11,6.66074E+11,6.78583E+11,6.9516E+11,6.61841E+11,7.02925E+11,7.32865E+11,7.41672E+11,7.49229E+11
Belize,BLZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4473.902909,5060.510706,5714.306214,6083.96778,6081.740728,6100.070489,6096.384372,6252.020014,6342.855848,6800.701348,7555.134334,7863.517145,8165.866019,8863.005408,9258.882961,9480.480682,9924.689201,10242.84756,9985.978816,9744.230205,9734.892397,9697.853439,9266.091461,9514.403543,9489.946832,9538.190541,9401.53294,9121.747164,9527.70914,10531.32344,9618.016435,11677.46101,13465.98071,13823.43795,15092.78085
Belize,BLZ,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1509229600,1687027060,1901803195,2018535873,2018136104,2032927573,2055414605,2142464401,2225816331,2435595347,2733723411,2870244677,3025155337,3317586687,3476195214,3553350717,3713658265,3838186447,3773623682,3758932155,3800808004,3791513365,3933231633,4108430593,4274035085,4396964190,4399362807,4319608802,4367581136,4553973640,3920838780,4616637500,5062280490,5120446944,5537855017
Benin,BEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1186.116069,1239.224997,1265.252419,1311.344493,1316.244325,1395.266444,1443.967713,1507.924154,1537.143826,1592.137821,1671.357252,1745.982562,1799.882696,1841.602973,1915.346443,1945.564141,2020.605677,2135.537879,2215.351639,2213.328956,2220.328546,2264.841869,2346.084162,2511.653096,2670.415614,2725.337248,2842.024626,2885.89384,2965.306281,3148.979696,3244.587728,3464.288629,3844.154157,4129.96612,4434.564218
Benin,BEN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,11656583105,12149166926,12508504152,13238521979,13505993137,14322457252,14941800983,15798666707,16424453813,17301757698,18315245217,19292022099,20187756641,20882937540,21807985799,22181592484,23056376559,24436611801,25633169334,26227677416,26782147493,27575904171,28902642502,30981156881,32950839416,33536755117,34656773215,36622353579,39075045480,41757815653,43364987288,46467947985,49373564169,52510156788,56423799508
Bermuda,BMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,35944.53835,35583.99186,36109.73286,37812.99849,38603.85388,40917.61041,42545.12022,44995.78546,46915.84584,48798.90501,54176.37775,59092.87597,58862.6908,61829.32401,64790.27392,67771.46838,73590.11607,77894.06462,77556.435,73336.98752,72188.69283,70911.54232,69149.05003,71519.63985,71988.53836,75943.4643,80412.18349,85680.97019,85978.21772,90984.45767,85146.40063,92319.67149,105142.41,114372.0499,119718.5847
Bermuda,BMU,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,4590185345,4427950656,4425305478,4558443764,4585776802,4787511925,4912009996,5137962498,5338343040,5518920342,6033126782,6468865475,6373269189,6590642707,6743629136,6856531387,7236648326,7478724322,7339174630,6926221459,6752866566,6500124036,6155273014,6138056189,5910882581,5956723231,5917575270,6131283757,6104747481,6123495555,5705409424,5968282122,6354801544,6667280835,6807651687
Bhutan,BTN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1637.871812,1656.841736,1840.090348,2001.134672,2145.745667,2373.568467,2547.838122,2682.594782,2818.995725,3017.488763,3113.045439,3338.492469,3662.809072,3942.281446,4172.782171,4523.359706,4860.270172,5728.915695,6035.217411,6466.097449,7245.772635,7935.46761,8577.407319,8666.910636,9323.394489,10213.81396,11273.28238,11677.41427,11969.5615,12909.10098,12475.048,13458.81267,15063.81058,16253.96295,..
Bhutan,BTN,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,2010284102,2002084641,2094198378,2135796834,2241550894,2400120837,2533691711,2669848213,2827743862,3053510135,3155957488,3387237867,3740993528,4032288249,4240243732,4534307665,4790079125,5561511005,5813416798,6259160088,7005995173,7600752212,7993317392,8132108591,8610364851,9183884144,9962304965,10170202851,10526350322,11132157416,9994629330,10436528612,10980675421,11516817216,..
Bolivia,BOL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2284.012683,2434.347096,2479.710288,2594.877374,2720.803789,2853.394103,2976.76635,3121.245299,3257.049132,3259.829448,3359.095105,3434.144157,3514.914263,3620.337722,3808.218004,4032.726398,4282.871648,4521.67932,4810.278583,4919.810319,5100.527572,5388.512935,5866.984142,6589.671455,7047.20153,7152.04465,7547.903766,8510.266857,8952.587853,9174.445636,8293.991212,9454.198147,10371.96291,10925.27305,11189.80551
Bolivia,BOL,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,36538326983,38462627717,39095914184,40765034530,42667646760,44663757293,46611696478,48920937220,51381344702,51600684173,52894731708,53785372739,55122243536,56616794884,58979581087,61587323823,64541673182,67487603159,71637077005,74041933375,77097438566,81109660541,85264320876,91058893867,96031228059,1.00696E+11,1.04989E+11,1.09394E+11,1.14014E+11,1.16541E+11,1.06358E+11,1.12858E+11,1.16927E+11,1.20531E+11,1.222E+11
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1042.54532,974.9252235,982.2480423,1066.761992,1269.027642,1506.508531,2268.080538,3040.395373,3523.082466,3874.341356,4147.038135,4307.123118,4664.685121,4917.864024,5408.161505,5955.839207,6870.506528,7686.413935,8586.778048,8693.618397,9086.748535,9761.515196,10121.15564,10808.31175,11167.86749,11848.63261,12899.1036,13626.91531,14858.27989,16428.39348,16369.76684,18285.67112,21115.63425,22508.8804,21971.0504
Bosnia and Herzegovina,BIH,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,10735205687,9731675976,9105256975,8906639589,9898123634,11478685805,17700053180,24185552405,28204314367,30889807955,32562279754,33351365768,35028087074,36382671819,38683972651,40191555918,42367528191,44849047845,47290554231,45869730370,46266810525,46710745776,46326859830,47415474632,47962578604,50032044258,51654210820,53329925568,55371128046,56969882626,55252186459,59335302231,61843293319,63076692994,64641024680
Botswana,BWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5978.027024,6462.672647,6614.080887,6705.827328,6903.485002,7348.40042,7727.998159,8321.935661,8267.594111,8998.599023,9187.363776,9225.970543,9752.848308,10223.96828,10595.56228,11222.46057,12304.46718,13113.24885,13526.19118,11445.72764,12490.89232,13354.86178,12474.51317,13340.87826,15003.31975,14143.69407,16228.12312,15700.66505,15785.81963,15960.01561,15292.26247,17960.62544,19976.83438,21012.1032,20538.13202
Botswana,BWA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,13737121067,14761732983,15192343095,15483444652,16045171041,17173212391,18174376329,19687555071,19774901584,21686588919,22117652343,22173073418,23518874956,24606833357,25272650395,26424235521,28634324517,30292983737,31278133669,26854081059,29571639765,31593869884,31539889509,35041734071,37038112198,35241272984,37780203981,39334624593,40982231020,42224719387,38538973283,43131382325,45497577319,46957170594,45553212803
Brazil,BRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6687.922948,6866.630381,6869.410006,7259.988857,7727.245417,8096.911492,8300.634141,8601.609031,8598.805692,8634.607846,9091.768514,9303.645292,9616.594855,9801.962125,10525.71138,11081.24747,11750.53124,12672.50512,13445.24547,13390.68313,14451.71584,15211.79204,15198.08633,15722.33352,15827.30816,14821.43832,14309.20615,14559.04889,15463.74264,16069.83802,16101.61831,18075.706,19876.85335,21175.6187,22333.41166
Brazil,BRA,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,1.88417E+12,1.90362E+12,1.89326E+12,1.9865E+12,2.10276E+12,2.19158E+12,2.23999E+12,2.31603E+12,2.32387E+12,2.33474E+12,2.43719E+12,2.47106E+12,2.54651E+12,2.57557E+12,2.72392E+12,2.81114E+12,2.92252E+12,3.09991E+12,3.25783E+12,3.25373E+12,3.49867E+12,3.63773E+12,3.70761E+12,3.81902E+12,3.83827E+12,3.70217E+12,3.58089E+12,3.62826E+12,3.69298E+12,3.73806E+12,3.61557E+12,3.78777E+12,3.90203E+12,4.02853E+12,4.16533E+12
British Virgin Islands,VGB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
